age,numberofdependents,zipcode,latitude,longitude,population,numberofreferrals,avgmonthlylongdistancecharges,avgmonthlygbdownload,monthlycharge,satisfactionscore,churnscore,cltv
42.0,0.0,93710.0,36.822715,-119.761826,29337.0,1.0,34.05,20.0,88.8,3.0,63.0,4600.0
62.0,0.0,93721.0,36.732694,-119.783786,6848.0,0.0,44.96,29.0,80.05,5.0,27.0,3443.0
40.0,0.0,93725.0,36.623632,-119.741322,21010.0,0.0,8.71,23.0,49.55,5.0,43.0,3637.0
25.0,2.0,93727.0,36.751489,-119.68072,54701.0,1.0,29.41,0.0,23.9,5.0,59.0,5471.0
45.0,0.0,93905.0,36.667794,-121.601306,58548.0,0.0,19.69,0.0,18.8,5.0,58.0,6466.0
29.0,0.0,93906.0,36.722898,-121.633648,53946.0,8.0,10.68,59.0,108.4,4.0,33.0,4394.0
28.0,0.0,93907.0,36.77462,-121.664714,22292.0,0.0,40.64,51.0,85.95,5.0,80.0,3291.0
29.0,0.0,92027.0,33.141265,-116.967221,48690.0,1.0,23.31,51.0,80.9,3.0,64.0,4161.0
49.0,2.0,93923.0,36.460611,-121.852507,13121.0,10.0,12.57,18.0,111.8,3.0,57.0,3922.0
36.0,0.0,93924.0,36.414611,-121.6386,6691.0,0.0,33.44,0.0,20.6,3.0,64.0,5667.0
62.0,0.0,93926.0,36.52588,-121.396719,9023.0,0.0,15.59,27.0,44.6,4.0,74.0,3122.0
47.0,0.0,93928.0,35.930782,-121.189757,254.0,0.0,27.75,30.0,105.1,3.0,28.0,5649.0
45.0,3.0,93930.0,36.220761,-120.980777,14477.0,3.0,11.36,53.0,115.15,4.0,80.0,4388.0
39.0,0.0,93932.0,35.989792,-121.055933,538.0,6.0,15.24,16.0,59.8,3.0,63.0,5488.0
23.0,0.0,93933.0,36.689582,-121.758398,21759.0,7.0,22.08,0.0,26.3,4.0,25.0,5418.0
43.0,0.0,93950.0,36.618337,-121.926417,15449.0,0.0,33.92,0.0,20.05,5.0,44.0,5555.0
25.0,1.0,93953.0,36.587497,-121.944815,4602.0,8.0,35.01,59.0,79.85,5.0,56.0,6236.0
61.0,3.0,93960.0,36.414216,-121.360597,13003.0,10.0,20.05,57.0,90.05,4.0,59.0,4648.0
36.0,1.0,93962.0,36.624641,-121.647195,407.0,4.0,20.56,0.0,24.45,3.0,64.0,5335.0
64.0,2.0,94002.0,37.509366,-122.306132,25566.0,7.0,0.0,25.0,59.95,3.0,37.0,4337.0
61.0,2.0,94005.0,37.684694,-122.40712,3635.0,0.0,4.27,0.0,25.35,3.0,47.0,5915.0
35.0,0.0,94019.0,37.45567,-122.407992,17929.0,3.0,40.71,23.0,105.05,3.0,53.0,5313.0
49.0,1.0,94020.0,37.285677,-122.224165,1622.0,8.0,11.6,0.0,19.3,4.0,30.0,4453.0
33.0,0.0,94021.0,37.266388,-122.26308,148.0,0.0,10.54,0.0,19.15,5.0,41.0,5322.0
53.0,0.0,94022.0,37.349546,-122.134356,18486.0,0.0,0.0,21.0,51.4,5.0,58.0,2580.0
61.0,3.0,94024.0,37.352911,-122.093002,21496.0,0.0,27.56,26.0,71.85,4.0,52.0,4903.0
34.0,2.0,94027.0,37.454924,-122.203168,6876.0,2.0,42.85,11.0,49.7,3.0,46.0,4577.0
34.0,0.0,94030.0,37.601248,-122.403099,20350.0,0.0,38.4,23.0,78.75,4.0,79.0,5631.0
61.0,0.0,94038.0,37.515556,-122.502311,3064.0,9.0,7.49,14.0,70.4,3.0,39.0,5748.0
50.0,0.0,94041.0,37.388349,-122.075299,13483.0,0.0,14.35,17.0,76.1,4.0,25.0,2650.0
42.0,0.0,94043.0,37.419725,-122.062947,27822.0,0.0,32.29,26.0,94.0,3.0,25.0,4778.0
26.0,2.0,94044.0,37.573633,-122.455167,38885.0,1.0,45.93,30.0,103.95,3.0,26.0,4495.0
56.0,0.0,94060.0,37.22565,-122.297533,2055.0,2.0,38.36,0.0,19.95,3.0,74.0,5151.0
19.0,0.0,94065.0,37.527497,-122.230941,10658.0,4.0,30.51,41.0,96.1,4.0,61.0,6139.0
34.0,0.0,94066.0,37.624436,-122.430661,39566.0,0.0,26.54,18.0,48.8,4.0,57.0,2577.0
38.0,0.0,94070.0,37.497915,-122.267361,28098.0,0.0,3.62,17.0,50.55,3.0,44.0,6250.0
59.0,0.0,94074.0,37.331762,-122.341444,291.0,0.0,29.16,3.0,44.65,3.0,64.0,4492.0
24.0,0.0,94086.0,37.378541,-122.020456,64010.0,0.0,25.91,0.0,19.45,4.0,26.0,4559.0
38.0,0.0,94087.0,37.3511,-122.037311,50070.0,7.0,19.9,27.0,89.3,3.0,30.0,4658.0
33.0,0.0,94102.0,37.7795,-122.419233,28998.0,0.0,4.24,0.0,19.25,4.0,77.0,2682.0
53.0,0.0,94103.0,37.773147,-122.411287,23036.0,0.0,41.78,16.0,70.5,3.0,53.0,3650.0
21.0,0.0,94105.0,37.789168,-122.395009,2066.0,1.0,45.9,0.0,19.65,5.0,28.0,4159.0
35.0,0.0,94107.0,37.768881,-122.395521,17372.0,9.0,11.77,0.0,20.85,3.0,56.0,5867.0
46.0,0.0,94108.0,37.791998,-122.408653,13723.0,0.0,35.59,0.0,19.65,5.0,55.0,4852.0
51.0,0.0,94110.0,37.750021,-122.415201,74641.0,0.0,26.15,26.0,44.0,4.0,75.0,4138.0
40.0,2.0,94111.0,37.801776,-122.402293,3337.0,4.0,24.71,27.0,94.4,5.0,73.0,5019.0
44.0,0.0,94116.0,37.74441,-122.486764,42959.0,0.0,15.01,22.0,75.4,4.0,53.0,4792.0
25.0,0.0,94118.0,37.781304,-122.461522,38955.0,1.0,1.29,51.0,71.0,4.0,32.0,6308.0
40.0,0.0,94123.0,37.800254,-122.436975,22920.0,0.0,12.05,0.0,21.2,5.0,29.0,2088.0
19.0,0.0,94124.0,37.731505,-122.384532,33177.0,3.0,15.89,52.0,61.05,3.0,21.0,3215.0
40.0,0.0,94129.0,37.797526,-122.464531,2240.0,0.0,5.32,23.0,79.95,4.0,26.0,3570.0
40.0,1.0,94130.0,37.820894,-122.369725,1458.0,8.0,15.33,0.0,19.7,4.0,68.0,2966.0
27.0,0.0,94131.0,37.746699,-122.442833,27906.0,0.0,22.01,0.0,20.3,4.0,45.0,5332.0
22.0,3.0,94133.0,37.802071,-122.411004,26831.0,1.0,48.02,0.0,24.35,5.0,30.0,4031.0
33.0,3.0,94134.0,37.721052,-122.413573,40137.0,10.0,41.54,0.0,19.75,3.0,34.0,3843.0
35.0,3.0,94301.0,37.444314,-122.149996,16198.0,0.0,45.61,53.0,50.3,3.0,33.0,3202.0
42.0,0.0,94305.0,37.424342,-122.165641,13386.0,0.0,18.47,28.0,85.35,3.0,37.0,6499.0
38.0,0.0,94401.0,37.590421,-122.306467,32488.0,0.0,49.04,23.0,51.65,4.0,45.0,4292.0
56.0,1.0,94402.0,37.556634,-122.317723,23393.0,0.0,26.17,0.0,24.0,3.0,69.0,3705.0
32.0,2.0,94404.0,37.556094,-122.272437,31882.0,4.0,48.14,23.0,59.85,3.0,47.0,3900.0
39.0,1.0,94502.0,37.724817,-122.224363,13996.0,9.0,18.99,0.0,23.9,4.0,71.0,5574.0
22.0,1.0,94506.0,37.791481,-121.903253,19777.0,3.0,1.71,0.0,24.15,4.0,73.0,4501.0
19.0,0.0,94510.0,38.113533,-122.11926,25578.0,4.0,12.59,76.0,50.85,4.0,26.0,4623.0
61.0,0.0,94511.0,38.050558,-121.646924,2379.0,3.0,18.02,3.0,91.6,3.0,62.0,6069.0
25.0,0.0,94512.0,38.140719,-121.838298,138.0,0.0,8.39,59.0,98.9,5.0,20.0,5980.0
60.0,0.0,94513.0,37.908242,-121.682472,26577.0,0.0,15.2,2.0,85.0,4.0,46.0,5754.0
54.0,0.0,94515.0,38.629618,-122.593216,7384.0,0.0,42.95,9.0,44.3,5.0,57.0,4427.0
43.0,0.0,94518.0,37.950248,-122.022455,27394.0,0.0,42.9,14.0,80.2,4.0,51.0,5597.0
29.0,0.0,94519.0,37.990118,-122.012188,18650.0,0.0,45.67,71.0,60.9,5.0,80.0,2191.0
47.0,0.0,94520.0,38.013825,-122.039144,36186.0,3.0,0.0,17.0,34.2,4.0,32.0,5100.0
19.0,0.0,94523.0,37.95338,-122.076886,32685.0,0.0,45.09,41.0,87.15,3.0,77.0,5689.0
34.0,1.0,94525.0,38.049292,-122.228415,3193.0,6.0,37.97,22.0,54.3,4.0,63.0,3971.0
19.0,0.0,94526.0,37.815459,-121.977203,32873.0,0.0,42.49,0.0,19.1,3.0,31.0,4535.0
30.0,0.0,94530.0,37.924838,-122.289145,23141.0,0.0,35.24,42.0,112.75,4.0,60.0,4927.0
55.0,0.0,94533.0,38.287136,-122.02711,77683.0,0.0,34.86,0.0,19.95,5.0,64.0,3172.0
35.0,2.0,94535.0,38.265899,-121.939461,9978.0,10.0,18.75,0.0,19.5,3.0,50.0,5293.0
29.0,0.0,94536.0,37.572273,-121.964583,66543.0,0.0,49.74,41.0,65.55,4.0,54.0,6035.0
20.0,0.0,94539.0,37.516791,-121.899117,46917.0,0.0,48.91,59.0,78.2,3.0,54.0,2297.0
41.0,2.0,94541.0,37.674002,-122.076796,60274.0,5.0,36.05,14.0,105.25,3.0,78.0,4427.0
60.0,0.0,94542.0,37.656695,-122.048361,11147.0,0.0,35.88,10.0,89.25,3.0,76.0,4430.0
55.0,2.0,94544.0,37.639215,-122.037554,72993.0,9.0,11.15,0.0,20.65,5.0,40.0,6403.0
23.0,0.0,94545.0,37.62984,-122.120843,27311.0,0.0,32.5,52.0,68.7,3.0,73.0,2989.0
44.0,0.0,94546.0,37.708327,-122.083473,41698.0,0.0,46.59,7.0,78.65,3.0,68.0,2724.0
63.0,0.0,94547.0,37.991259,-122.214945,22479.0,0.0,18.07,0.0,24.75,3.0,46.0,5080.0
44.0,2.0,94549.0,37.907777,-122.127161,23996.0,6.0,25.4,0.0,19.75,3.0,22.0,6108.0
45.0,0.0,94552.0,37.722727,-122.02157,13212.0,0.0,8.48,22.0,84.7,3.0,78.0,4520.0
26.0,3.0,94560.0,37.504133,-122.032347,42491.0,7.0,49.9,0.0,19.95,4.0,75.0,3614.0
53.0,0.0,94564.0,37.996462,-122.293716,16717.0,0.0,0.0,30.0,33.6,4.0,21.0,5388.0
60.0,1.0,94565.0,38.006047,-121.916834,78816.0,4.0,11.48,10.0,85.85,4.0,28.0,5058.0
41.0,0.0,94566.0,37.633361,-121.862395,36669.0,0.0,0.0,2.0,34.85,4.0,50.0,4452.0
45.0,0.0,94576.0,38.554383,-122.474773,223.0,3.0,1.07,21.0,84.6,3.0,39.0,5679.0
53.0,0.0,94577.0,37.717196,-122.159338,41871.0,0.0,0.0,13.0,44.95,3.0,63.0,5750.0
47.0,3.0,94578.0,37.704384,-122.126703,36568.0,0.0,0.0,21.0,24.7,4.0,29.0,3518.0
26.0,0.0,94579.0,37.687264,-122.15728,19815.0,0.0,45.06,82.0,100.3,5.0,44.0,4040.0
20.0,3.0,94580.0,37.676249,-122.132415,26240.0,0.0,38.97,0.0,25.45,5.0,77.0,2616.0
56.0,0.0,94583.0,37.766556,-121.976784,44078.0,0.0,38.05,14.0,50.7,3.0,30.0,3007.0
45.0,0.0,94585.0,38.197907,-122.017258,39279.0,0.0,0.0,20.0,55.0,3.0,68.0,4481.0
52.0,1.0,94586.0,37.587494,-121.862856,790.0,7.0,15.96,26.0,68.4,3.0,79.0,5504.0
38.0,0.0,94589.0,38.161321,-122.271588,42209.0,6.0,44.2,15.0,55.05,3.0,21.0,2762.0
35.0,1.0,94590.0,38.104705,-122.247387,37218.0,0.0,12.51,0.0,19.8,4.0,42.0,2635.0
60.0,0.0,94592.0,38.093701,-122.276589,159.0,0.0,0.0,7.0,35.9,5.0,55.0,3929.0
59.0,0.0,94595.0,37.862128,-122.075197,18024.0,8.0,46.0,30.0,80.75,3.0,55.0,2942.0
64.0,2.0,94596.0,37.900662,-122.052782,40917.0,6.0,36.15,11.0,78.65,3.0,67.0,3571.0
35.0,1.0,94598.0,37.916648,-122.008483,26022.0,6.0,35.29,28.0,61.75,3.0,39.0,5511.0
36.0,2.0,94599.0,38.421458,-122.365048,2873.0,8.0,47.45,14.0,63.7,3.0,31.0,2504.0
56.0,0.0,94605.0,37.758019,-122.138678,42854.0,0.0,40.92,20.0,87.6,4.0,48.0,5094.0
33.0,0.0,94606.0,37.792489,-122.244314,41876.0,8.0,15.74,28.0,89.15,3.0,27.0,2576.0
61.0,1.0,94607.0,37.80707,-122.297401,21054.0,4.0,7.83,0.0,20.0,3.0,74.0,5011.0
37.0,0.0,94609.0,37.834341,-122.26437,21097.0,0.0,45.82,14.0,104.4,4.0,38.0,5617.0
55.0,3.0,94610.0,37.808731,-122.238708,29964.0,7.0,13.83,0.0,20.05,4.0,23.0,2049.0
40.0,0.0,94612.0,37.809014,-122.269739,11702.0,0.0,0.0,27.0,34.3,5.0,65.0,2555.0
60.0,0.0,94618.0,37.84551,-122.235181,15438.0,0.0,1.69,0.0,20.65,5.0,49.0,4193.0
37.0,0.0,94619.0,37.787186,-122.14633,24518.0,0.0,43.27,21.0,84.25,4.0,49.0,3509.0
62.0,0.0,94621.0,37.750553,-122.197175,30751.0,0.0,23.17,0.0,19.65,3.0,68.0,5878.0
45.0,0.0,94702.0,37.866009,-122.286228,15638.0,0.0,12.69,22.0,79.85,3.0,42.0,5574.0
54.0,1.0,94703.0,37.863843,-122.275684,19763.0,9.0,26.84,0.0,20.2,4.0,63.0,2631.0
49.0,0.0,94704.0,37.871416,-122.246597,21205.0,0.0,5.54,0.0,19.8,4.0,28.0,5753.0
51.0,0.0,94705.0,37.858898,-122.240512,12448.0,0.0,0.0,22.0,50.35,3.0,73.0,2875.0
25.0,0.0,94707.0,37.897753,-122.279391,11889.0,2.0,6.63,27.0,74.6,4.0,76.0,4546.0
62.0,3.0,94709.0,37.878554,-122.26609,10147.0,9.0,30.09,0.0,20.35,5.0,38.0,4836.0
24.0,1.0,94710.0,37.872902,-122.303708,8157.0,3.0,49.7,0.0,21.05,4.0,25.0,4843.0
55.0,1.0,94803.0,37.963995,-122.288296,25399.0,0.0,21.3,18.0,94.7,3.0,76.0,4671.0
54.0,0.0,94806.0,37.980269,-122.342635,55720.0,0.0,3.76,16.0,74.95,4.0,76.0,3969.0
47.0,1.0,94903.0,38.018065,-122.546024,28403.0,9.0,24.08,19.0,111.95,3.0,25.0,4004.0
29.0,0.0,94904.0,37.946617,-122.563571,12010.0,0.0,14.17,0.0,19.85,5.0,45.0,4278.0
23.0,0.0,94920.0,37.885629,-122.46858,13065.0,0.0,34.42,42.0,89.75,5.0,63.0,2370.0
44.0,0.0,94922.0,38.343282,-122.9755,584.0,4.0,33.06,0.0,20.05,3.0,28.0,2964.0
42.0,0.0,94923.0,38.377165,-123.037957,1785.0,0.0,20.07,23.0,108.95,3.0,32.0,5903.0
23.0,2.0,94924.0,37.943087,-122.72379,1573.0,0.0,22.65,0.0,19.65,4.0,34.0,4279.0
37.0,0.0,94925.0,37.924014,-122.511694,9038.0,0.0,0.0,13.0,24.9,4.0,61.0,5318.0
38.0,0.0,94929.0,38.24458,-122.956268,330.0,8.0,12.12,23.0,93.2,3.0,69.0,4493.0
64.0,3.0,94930.0,37.971751,-122.611873,8486.0,5.0,3.47,21.0,84.8,4.0,66.0,6072.0
45.0,1.0,94933.0,38.010092,-122.689442,1025.0,2.0,0.0,19.0,30.35,4.0,62.0,4960.0
35.0,3.0,94938.0,38.021772,-122.691744,821.0,9.0,49.36,0.0,19.5,4.0,59.0,5471.0
58.0,3.0,94940.0,38.129308,-122.834815,406.0,1.0,7.37,0.0,24.2,5.0,46.0,5865.0
20.0,2.0,94941.0,37.901371,-122.572024,28727.0,1.0,2.68,0.0,19.35,5.0,31.0,2360.0
23.0,0.0,94947.0,38.112166,-122.634384,24741.0,0.0,48.97,42.0,94.1,3.0,70.0,4084.0
20.0,0.0,94949.0,38.067204,-122.524004,13361.0,0.0,10.1,73.0,74.55,3.0,58.0,5125.0
23.0,0.0,94951.0,38.325599,-122.642352,3777.0,0.0,26.86,71.0,56.15,4.0,78.0,5232.0
21.0,0.0,94952.0,38.237018,-122.77872,31930.0,0.0,14.48,0.0,20.35,3.0,71.0,2507.0
51.0,0.0,94954.0,38.235021,-122.557332,35419.0,0.0,6.16,12.0,80.55,3.0,29.0,4176.0
52.0,1.0,94956.0,38.060264,-122.830646,1885.0,0.0,0.0,20.0,61.25,4.0,37.0,3607.0
59.0,1.0,94960.0,37.99272,-122.575026,16849.0,1.0,16.4,0.0,20.45,3.0,25.0,5417.0
46.0,0.0,94963.0,38.00474,-122.663717,548.0,0.0,33.86,0.0,18.9,5.0,51.0,4277.0
58.0,3.0,94970.0,37.921137,-122.657562,781.0,0.0,38.94,28.0,45.2,5.0,42.0,4418.0
42.0,0.0,94971.0,38.240769,-122.901041,384.0,0.0,46.3,0.0,19.45,5.0,54.0,2783.0
38.0,3.0,94972.0,38.339996,-122.935056,66.0,1.0,13.67,0.0,25.45,4.0,36.0,4873.0
25.0,0.0,95002.0,37.449537,-121.994813,2147.0,0.0,11.5,41.0,94.9,4.0,22.0,3094.0
41.0,0.0,95007.0,37.106902,-122.100006,1007.0,0.0,39.59,0.0,20.25,5.0,54.0,4208.0
43.0,0.0,95010.0,36.977025,-121.952864,9673.0,1.0,6.68,25.0,110.5,3.0,59.0,4135.0
33.0,0.0,95019.0,36.936228,-121.785559,4753.0,0.0,34.8,0.0,19.95,3.0,67.0,5252.0
43.0,1.0,95030.0,37.222842,-121.988727,13290.0,0.0,26.13,23.0,76.6,3.0,61.0,3280.0
60.0,2.0,95032.0,37.233034,-121.947427,24443.0,1.0,36.72,0.0,19.6,3.0,53.0,4623.0
64.0,0.0,95033.0,37.160194,-121.945611,10172.0,0.0,48.38,8.0,85.3,5.0,28.0,5850.0
56.0,0.0,95035.0,37.441931,-121.878502,62848.0,1.0,14.32,4.0,65.85,3.0,44.0,2731.0
52.0,1.0,95039.0,36.863303,-121.781632,899.0,1.0,1.44,0.0,20.05,5.0,35.0,3260.0
49.0,0.0,95041.0,37.051166,-122.056194,77.0,1.0,15.15,28.0,99.4,4.0,44.0,5404.0
22.0,0.0,95043.0,36.525703,-120.952122,813.0,0.0,4.13,0.0,20.0,3.0,75.0,3705.0
20.0,2.0,95045.0,36.810568,-121.503022,3402.0,1.0,32.29,69.0,78.45,3.0,27.0,5468.0
31.0,3.0,95046.0,37.084697,-121.606417,5671.0,0.0,30.64,0.0,25.1,4.0,59.0,4797.0
27.0,0.0,95051.0,37.348129,-121.98469,52986.0,0.0,37.57,58.0,55.0,5.0,21.0,2629.0
56.0,0.0,95054.0,37.393554,-121.965114,13031.0,0.0,42.33,7.0,71.1,3.0,42.0,5395.0
62.0,0.0,95060.0,36.993451,-122.098858,43192.0,0.0,46.49,8.0,61.55,3.0,60.0,5831.0
54.0,0.0,95062.0,36.974575,-121.991149,36631.0,1.0,12.95,6.0,45.9,5.0,41.0,3880.0
37.0,0.0,95064.0,37.007882,-122.065975,4563.0,0.0,0.0,19.0,40.3,3.0,77.0,3424.0
53.0,1.0,95066.0,37.070177,-122.010077,14574.0,0.0,16.34,19.0,49.5,5.0,38.0,4196.0
38.0,3.0,95073.0,37.023669,-121.946461,9823.0,1.0,38.63,0.0,19.2,3.0,53.0,5261.0
25.0,0.0,95110.0,37.34667,-121.910019,18197.0,0.0,25.89,0.0,25.0,4.0,69.0,5537.0
47.0,0.0,95112.0,37.343827,-121.883119,52334.0,0.0,0.0,14.0,35.3,4.0,39.0,3463.0
63.0,2.0,95116.0,37.350284,-121.852855,51706.0,1.0,15.94,19.0,76.75,4.0,24.0,5918.0
27.0,3.0,95117.0,37.311088,-121.961786,29914.0,1.0,32.96,41.0,81.0,4.0,40.0,4151.0
22.0,3.0,95118.0,37.255479,-121.889838,31926.0,4.0,8.33,59.0,105.55,3.0,62.0,4331.0
27.0,1.0,95119.0,37.233226,-121.78809,10155.0,6.0,16.74,0.0,18.8,5.0,71.0,2333.0
50.0,1.0,95120.0,37.186141,-121.843554,37090.0,6.0,19.23,0.0,24.9,4.0,62.0,5038.0
54.0,0.0,95122.0,37.32886,-121.834567,59841.0,0.0,37.45,5.0,64.9,3.0,62.0,4883.0
55.0,2.0,95123.0,37.238758,-121.828375,59632.0,0.0,19.25,19.0,61.35,3.0,36.0,6354.0
21.0,0.0,95124.0,37.257063,-121.923037,45257.0,3.0,42.68,51.0,113.95,3.0,71.0,6193.0
20.0,0.0,95125.0,37.294926,-121.894763,46185.0,8.0,47.46,53.0,90.15,3.0,77.0,4712.0
29.0,0.0,95126.0,37.327069,-121.916819,27023.0,8.0,12.12,59.0,54.1,3.0,64.0,5701.0
55.0,0.0,95128.0,37.316146,-121.936285,32804.0,0.0,38.21,13.0,49.8,3.0,24.0,2978.0
50.0,0.0,95131.0,37.387027,-121.897775,26389.0,3.0,5.99,6.0,95.0,5.0,64.0,3057.0
37.0,0.0,95133.0,37.371862,-121.860349,26032.0,1.0,4.69,4.0,69.9,4.0,76.0,5117.0
32.0,3.0,95134.0,37.42765,-121.945416,9657.0,0.0,0.0,58.0,39.95,4.0,74.0,2715.0
51.0,2.0,95138.0,37.246064,-121.749494,14792.0,2.0,21.86,29.0,103.25,4.0,22.0,4751.0
39.0,0.0,95140.0,37.382909,-121.634151,38.0,8.0,11.02,17.0,94.25,4.0,51.0,6295.0
59.0,0.0,95148.0,37.339533,-121.777179,44103.0,4.0,0.0,6.0,47.05,4.0,76.0,6302.0
56.0,0.0,95202.0,37.959706,-121.287669,7071.0,0.0,12.99,0.0,20.55,3.0,48.0,4565.0
20.0,0.0,95203.0,37.954089,-121.329761,16357.0,0.0,18.28,0.0,19.65,3.0,72.0,4925.0
22.0,3.0,95205.0,37.965695,-121.260051,34138.0,8.0,2.73,59.0,81.0,3.0,77.0,4237.0
42.0,3.0,95206.0,37.902422,-121.440029,49657.0,6.0,31.55,23.0,75.9,4.0,47.0,3503.0
42.0,1.0,95207.0,38.002125,-121.324979,49965.0,1.0,19.49,0.0,24.7,4.0,45.0,5187.0
41.0,0.0,95212.0,38.049457,-121.21653,6951.0,5.0,11.85,2.0,85.0,4.0,56.0,5472.0
48.0,0.0,95215.0,37.946282,-121.139499,23789.0,0.0,24.79,0.0,19.75,5.0,55.0,5433.0
33.0,0.0,95219.0,38.029729,-121.387999,19109.0,0.0,6.36,0.0,23.9,4.0,57.0,5685.0
44.0,0.0,95223.0,38.32153,-120.236358,5159.0,0.0,27.08,0.0,19.95,4.0,21.0,5916.0
32.0,0.0,95224.0,38.208336,-120.339938,115.0,0.0,0.0,8.0,25.15,3.0,31.0,2675.0
47.0,0.0,95225.0,38.183918,-120.898817,27.0,0.0,21.3,7.0,54.15,5.0,27.0,3527.0
20.0,0.0,95226.0,38.233879,-120.861666,75.0,3.0,8.3,48.0,59.8,3.0,32.0,3652.0
50.0,0.0,95227.0,38.227285,-121.02789,722.0,0.0,33.66,20.0,83.85,4.0,31.0,4294.0
25.0,0.0,95230.0,37.956963,-120.863055,596.0,0.0,3.26,51.0,75.3,3.0,50.0,2847.0
41.0,0.0,95231.0,37.873283,-121.292034,5094.0,0.0,30.8,27.0,66.65,4.0,60.0,3804.0
38.0,1.0,95232.0,38.358464,-120.579304,21.0,3.0,32.23,19.0,109.5,3.0,55.0,6419.0
49.0,0.0,95233.0,38.184914,-120.364085,335.0,0.0,21.39,3.0,73.85,4.0,29.0,4740.0
54.0,0.0,95236.0,38.047746,-121.030499,3148.0,0.0,17.74,0.0,19.3,5.0,63.0,5028.0
60.0,0.0,95237.0,38.166791,-121.14207,3205.0,0.0,36.49,27.0,118.2,3.0,55.0,4886.0
64.0,0.0,95240.0,38.123544,-121.159078,45755.0,0.0,24.04,12.0,51.45,3.0,57.0,4298.0
58.0,0.0,95242.0,38.128087,-121.4078,22073.0,0.0,10.88,8.0,59.45,4.0,54.0,2393.0
48.0,3.0,95245.0,38.304194,-120.592431,2718.0,6.0,17.2,0.0,19.5,4.0,35.0,5206.0
21.0,0.0,95246.0,38.264262,-120.515133,1692.0,0.0,42.42,0.0,19.55,3.0,42.0,4947.0
50.0,0.0,95247.0,38.147852,-120.440124,4353.0,0.0,2.72,16.0,93.55,3.0,76.0,5774.0
54.0,1.0,95249.0,38.196497,-120.61689,3930.0,6.0,18.85,24.0,59.3,3.0,38.0,6287.0
54.0,0.0,95252.0,38.156971,-120.849231,11266.0,9.0,37.76,21.0,109.8,4.0,77.0,5648.0
50.0,0.0,95254.0,38.192608,-120.957842,304.0,7.0,4.45,16.0,78.1,4.0,68.0,3157.0
47.0,0.0,95255.0,38.41935,-120.469545,2198.0,1.0,0.0,26.0,39.9,3.0,54.0,6371.0
56.0,0.0,95257.0,38.392686,-120.415951,435.0,0.0,29.47,16.0,64.9,4.0,57.0,5040.0
61.0,0.0,95301.0,37.321233,-120.656354,27808.0,0.0,0.0,11.0,53.4,5.0,37.0,5990.0
22.0,0.0,95303.0,37.4695,-120.672724,809.0,0.0,0.0,48.0,24.9,3.0,41.0,4033.0
25.0,1.0,95306.0,37.394411,-120.127262,986.0,0.0,25.45,59.0,114.0,4.0,23.0,5600.0
42.0,1.0,95307.0,37.553469,-120.952825,32881.0,7.0,27.65,0.0,20.25,3.0,58.0,3879.0
36.0,3.0,95312.0,37.420273,-120.66527,55.0,0.0,18.43,0.0,20.2,3.0,46.0,3594.0
60.0,0.0,95313.0,37.435664,-121.049056,1508.0,0.0,2.69,0.0,19.95,3.0,74.0,5949.0
40.0,2.0,95317.0,37.127386,-120.506422,808.0,9.0,26.98,0.0,20.35,5.0,71.0,6391.0
29.0,2.0,95320.0,37.818543,-121.006907,11474.0,2.0,0.0,51.0,54.2,3.0,58.0,5261.0
46.0,0.0,95323.0,37.605926,-120.69955,1055.0,0.0,13.91,7.0,66.9,3.0,68.0,5059.0
50.0,0.0,95324.0,37.394536,-120.890747,7177.0,0.0,0.0,18.0,25.85,3.0,55.0,4467.0
40.0,0.0,95325.0,37.479926,-120.230424,128.0,0.0,47.3,24.0,91.05,4.0,80.0,2716.0
45.0,2.0,95328.0,37.555631,-120.911653,2130.0,9.0,32.12,0.0,20.95,5.0,51.0,4425.0
40.0,1.0,95329.0,37.666587,-120.411517,1749.0,4.0,44.03,14.0,109.2,4.0,68.0,6130.0
55.0,0.0,95335.0,38.109125,-120.078597,683.0,0.0,7.8,0.0,19.65,5.0,26.0,4841.0
44.0,3.0,95336.0,37.830267,-121.201018,36738.0,0.0,31.01,0.0,20.5,3.0,47.0,4486.0
29.0,0.0,95337.0,37.750822,-121.238423,19867.0,0.0,44.7,59.0,89.65,3.0,68.0,4844.0
48.0,0.0,95338.0,37.526791,-119.99437,10226.0,0.0,1.67,23.0,74.35,4.0,51.0,2463.0
30.0,0.0,95345.0,37.581496,-119.972762,433.0,1.0,45.37,52.0,89.1,5.0,66.0,3624.0
57.0,1.0,95351.0,37.621458,-121.012295,47536.0,3.0,38.25,20.0,90.05,4.0,78.0,3291.0
49.0,0.0,95356.0,37.716186,-121.025836,26055.0,0.0,2.85,0.0,19.4,3.0,21.0,5566.0
29.0,3.0,95363.0,37.410236,-121.320337,15536.0,6.0,36.65,69.0,90.8,3.0,80.0,2722.0
62.0,3.0,95369.0,37.521708,-120.426843,1158.0,3.0,34.54,58.0,99.9,5.0,31.0,5641.0
64.0,2.0,95370.0,37.982716,-120.343732,25340.0,1.0,28.63,19.0,88.7,4.0,46.0,4641.0
25.0,1.0,95372.0,37.990574,-120.261821,1519.0,1.0,0.0,69.0,54.3,5.0,39.0,3423.0
40.0,0.0,95374.0,37.316807,-120.855753,1960.0,0.0,6.6,3.0,55.7,4.0,26.0,5590.0
