customerid,gender,age,under30,seniorcitizen,married,dependents,numberofdependents,country,state,city,zipcode,latitude,longitude,population,quarter,referredafriend,numberofreferrals,offer,phoneservice,avgmonthlylongdistancecharges,multiplelines,internetservice,internettype,avgmonthlygbdownload,onlinesecurity,onlinebackup,deviceprotectionplan,premiumtechsupport,streamingtv,streamingmovies,streamingmusic,unlimiteddata,contract,paperlessbilling,paymentmethod,monthlycharge,satisfactionscore,customerstatus,churnlabel,churnscore,cltv,churncategory,churnreason,ingestiondate,customer_joined_date,customer_tenure_months,customers_all_type_services,total_spent_bycustomer_yearly
9026-RNUJS,Male,0.8852459016393444,No,Yes,No,No,0.0,United States,California,Van Nuys,0.22767929744673937,0.17250727411493097,0.5806596269603977,0.3834280069152878,Q3,No,0.0,,Yes,0.373874774954991,No,Yes,DSL,0.3294117647058823,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.3194029850746269,0.0,Churned,Yes,0.8351648351648351,0.5814987769624194,Dissatisfaction,Product dissatisfaction,2025-03-13,2024-10-13 00:00:00,0.05633802816901412,False,0.33391195667268436
1624-NALOJ,Male,0.918032786885246,No,Yes,No,No,0.0,United States,California,North Hollywood,0.26085542364612135,0.17557032792599972,0.5838024365900636,0.5427265991602865,Q3,No,0.0,,Yes,0.7273454690938188,Yes,Yes,Fiber Optic,0.14117647058823524,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7119402985074627,0.0,Churned,Yes,0.912087912087912,0.21280853902601726,Other,Moved,2025-03-13,2024-10-13 00:00:00,0.05633802816901412,False,0.7305235383974449
6210-KBBPI,Male,0.7868852459016393,No,Yes,No,No,0.0,United States,California,West Covina,0.2909416165230119,0.16065149534370532,0.6296070889455002,0.41879286433497354,Q3,No,0.0,,Yes,0.21324264852970592,Yes,Yes,Fiber Optic,0.17647058823529407,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,0.8079601990049752,0.0,Churned,Yes,0.9670329670329669,0.06893484545252387,Competitor,Competitor had better devices,2025-03-13,2024-06-13 00:00:00,0.11267605633802824,True,0.6190806832384391
2260-USTRB,Female,0.918032786885246,No,Yes,No,No,0.0,United States,California,Campo,0.3098064725971703,0.012508107598961038,0.7744503595054089,0.02965594543761993,Q3,No,0.0,,Yes,0.1910382076415283,No,Yes,Fiber Optic,0.3294117647058823,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5169154228855721,0.0,Churned,Yes,0.6813186813186812,0.16989103847009113,Competitor,Competitor offered more data,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,False,0.4082766282460769
8623-TMRBY,Male,1.0,No,Yes,Yes,No,0.0,United States,California,Chula Vista,0.31127012522361364,0.005228836548785476,0.7246815072230021,0.08802743317438305,Q3,Yes,0.18181818181818182,Offer B,Yes,0.8717743548709742,Yes,Yes,Cable,0.2588235294117647,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6562189054726368,0.24999999999999994,Churned,Yes,0.7582417582417582,0.9432955303535691,Competitor,Competitor offered more data,2025-03-13,2020-12-13 00:00:00,0.704225352112676,False,0.7417719761144286
6900-PXRMS,Male,0.8688524590163935,No,Yes,Yes,No,0.0,United States,California,Spring Valley,0.3215156936087169,0.018544594425501493,0.7271533944154365,0.07458631760928625,Q3,No,0.0,Offer C,Yes,0.025205041008201645,Yes,Yes,Fiber Optic,0.2117647058823529,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,0.8706467661691542,0.0,Churned,Yes,0.945054945054945,0.2566155214587502,Dissatisfaction,Product dissatisfaction,2025-03-13,2023-01-13 00:00:00,0.352112676056338,True,0.5975558950145814
3346-BRMIS,Female,0.8360655737704918,No,Yes,Yes,No,0.0,United States,California,Bonsall,0.32558139534883723,0.07814752646072581,0.7022305351620444,0.036457244903774916,Q3,Yes,0.09090909090909091,,No,0.0,No,Yes,DSL,0.14117647058823524,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.2995024875621891,0.24999999999999994,Churned,Yes,0.956043956043956,0.036468756949077086,Dissatisfaction,Service dissatisfaction,2025-03-13,2023-09-13 00:00:00,0.23943661971830987,False,0.1902513539786141
2722-JMONI,Female,0.8852459016393444,No,Yes,Yes,No,0.0,United States,California,Escondido,0.32980972515856244,0.05570798887001144,0.7090189010781157,0.17034595436670025,Q3,Yes,0.09090909090909091,Offer E,Yes,0.4848969793958791,No,Yes,Cable,0.10588235294117643,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3114427860696517,0.0,Churned,Yes,0.7802197802197801,0.6639982210362463,Dissatisfaction,Limited range of services,2025-03-13,2025-02-13 00:00:00,0.0,False,0.3668934870156922
7579-OOPEC,Female,0.918032786885246,No,Yes,Yes,No,0.0,United States,California,Pala,0.3346885672467068,0.08808108268725079,0.7151183398557508,0.017288219313410708,Q3,Yes,0.09090909090909091,Offer E,Yes,0.13722744548909782,No,Yes,DSL,0.2352941176470588,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.3174129353233831,0.0,Churned,Yes,0.8021978021978021,0.7689570824994441,Competitor,Competitor had better devices,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,False,0.25038189140397166
1771-OADNZ,Male,0.8360655737704918,No,Yes,Yes,No,0.0,United States,California,Pauma Valley,0.33501382338591645,0.08058429782000365,0.7281883679539671,0.024735452248418416,Q3,Yes,0.09090909090909091,Offer C,Yes,0.707741548309662,Yes,Yes,Fiber Optic,0.24705882352941172,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.772636815920398,0.4999999999999999,Churned,Yes,0.9890109890109889,0.03291082944185009,Price,Extra data charges,2025-03-13,2022-10-13 00:00:00,0.39436619718309857,False,0.7660741563671714
0612-RTZZA,Female,0.9508196721311476,No,Yes,No,No,0.0,United States,California,Vista,0.33875426898682715,0.0714427640456679,0.7025145543772153,0.42442578414423315,Q3,No,0.0,Offer E,No,0.0,No,Yes,DSL,0.17647058823529407,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.06965174129353241,0.24999999999999994,Churned,Yes,0.901098901098901,0.5837224816544362,Price,Price too high,2025-03-13,2025-02-13 00:00:00,0.0,False,0.029856964310512435
4433-JCGCG,Male,1.0,No,Yes,Yes,No,0.0,United States,California,San Diego,0.3460725321190438,0.04308134368256872,0.7089553899892478,0.44847730683739573,Q3,Yes,0.09090909090909091,Offer B,Yes,0.10722144428885771,Yes,Yes,Fiber Optic,0.2588235294117647,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8233830845771144,0.0,Churned,Yes,0.912087912087912,0.09628641316433173,Competitor,Competitor made better offer,2025-03-13,2021-05-13 00:00:00,0.6338028169014084,True,0.5930426329676434
9488-HGMJH,Female,0.9672131147540983,No,Yes,No,No,0.0,United States,California,Indian Wells,0.3592454057570337,0.10437877851852295,0.7924327032248502,0.03668522142219352,Q3,No,0.0,Offer E,Yes,0.49509901980396076,No,Yes,Fiber Optic,0.2588235294117647,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.5263681592039802,0.4999999999999999,Churned,Yes,0.8791208791208791,0.73026462085835,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00,0.0,False,0.5204138314123039
4818-QIUFN,Female,0.819672131147541,No,Yes,No,No,0.0,United States,California,Desert Hot Springs,0.3642868759147829,0.13575700708642185,0.796401255936729,0.052415601193077116,Q3,No,0.0,,Yes,0.23644728945789156,Yes,Yes,Fiber Optic,0.05882352941176469,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6059701492537314,0.0,Churned,Yes,0.9890109890109889,0.6657771847898599,Attitude,Attitude of support person,2025-03-13,2023-07-13 00:00:00,0.26760563380281693,False,0.48618247465629766
6961-VCPMC,Male,0.8524590163934427,No,Yes,Yes,No,0.0,United States,California,North Palm Springs,0.36705155309806475,0.14359186328225354,0.7648904567268393,0.006848794574158851,Q3,Yes,0.09090909090909091,Offer B,Yes,0.9725945189037808,No,Yes,Fiber Optic,0.03529411764705878,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.618407960199005,0.4999999999999999,Churned,Yes,0.7692307692307692,0.6388703580164554,Competitor,Competitor offered more data,2025-03-13,2021-05-13 00:00:00,0.6338028169014084,False,0.7503818914039719
4424-TKOPW,Male,0.8360655737704918,No,Yes,No,No,0.0,United States,California,Crestline,0.3779476337615873,0.17990423225968058,0.6935858054101365,0.09948325322491784,Q3,No,0.0,,Yes,0.5039007801560312,Yes,Yes,Fiber Optic,0.16470588235294115,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7522388059701492,0.0,Churned,Yes,0.7142857142857142,0.6659995552590615,Price,Lack of affordable download/upload speed,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,True,0.681085960283294
4201-JMNGR,Female,0.7704918032786886,No,Yes,No,No,0.0,United States,California,Lucerne Valley,0.3829891039193365,0.20758313126129654,0.7365376029668582,0.04982236829606551,Q3,No,0.0,Offer E,Yes,0.524504900980196,No,Yes,Cable,0.2588235294117647,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.37363184079601985,0.0,Churned,Yes,0.901098901098901,0.7836335334667556,Dissatisfaction,Service dissatisfaction,2025-03-13,2025-02-13 00:00:00,0.0,False,0.42403832800999863
1866-RZZQS,Male,0.9508196721311476,No,Yes,No,No,0.0,United States,California,Redlands,0.3857537811026184,0.15387720505163602,0.7086221051630865,0.2965499553545985,Q3,No,0.0,Offer B,Yes,0.841368273654731,Yes,Yes,Fiber Optic,0.24705882352941172,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7975124378109453,0.0,Churned,Yes,0.945054945054945,0.036913497887480495,Competitor,Competitor had better devices,2025-03-13,2021-10-13 00:00:00,0.5633802816901408,True,0.8298153034300793
8631-NBHFZ,Male,0.8524590163934427,No,Yes,Yes,No,0.0,United States,California,Running Springs,0.3872174337290617,0.17332885123043623,0.7147017585547808,0.051142732298573246,Q3,Yes,0.09090909090909091,,Yes,0.6007201440288058,Yes,Yes,DSL,0.17647058823529407,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,0.6084577114427862,0.0,Churned,Yes,0.7472527472527473,0.8688014231710028,Competitor,Competitor offered higher download speeds,2025-03-13,2019-09-13 00:00:00,0.9154929577464788,True,0.6143591167893349
4958-XCBDQ,Male,0.8032786885245902,No,Yes,No,No,0.0,United States,California,Victorville,0.3891689705643194,0.2138173579215379,0.6864582190521199,0.11467218876455726,Q3,No,0.0,Offer C,Yes,0.7939587917583516,Yes,Yes,Fiber Optic,0.2941176470588235,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8273631840796021,0.4999999999999999,Churned,Yes,0.956043956043956,0.3749166110740493,Competitor,Competitor offered more data,2025-03-13,2022-04-13 00:00:00,0.4788732394366197,True,0.8341896958755728
8337-UPOAQ,Male,0.8524590163934427,No,Yes,Yes,No,0.0,United States,California,Wrightwood,0.3896568547731339,0.19162616455207276,0.6611394542260649,0.04029484963048807,Q3,No,0.0,,Yes,0.3376675335067013,Yes,Yes,Fiber Optic,0.28235294117647053,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7119402985074627,0.24999999999999994,Churned,Yes,0.7802197802197801,0.6940182343784745,Competitor,Competitor made better offer,2025-03-13,2024-05-13 00:00:00,0.1267605633802817,False,0.5952645465907512
6712-OAWRH,Female,0.9836065573770494,No,Yes,No,No,0.0,United States,California,San Bernardino,0.39144576353878685,0.16255925949196431,0.6967685815194018,0.11529912419020842,Q3,No,0.0,Offer C,Yes,0.6939387877575515,No,Yes,Fiber Optic,0.3176470588235294,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7263681592039801,0.4999999999999999,Churned,Yes,0.7802197802197801,0.7006893484545251,Attitude,Attitude of support person,2025-03-13,2023-01-13 00:00:00,0.352112676056338,True,0.7289959727815581
5914-DVBWJ,Female,1.0,No,Yes,No,No,0.0,United States,California,Riverside,0.40770857049926823,0.1413596357079447,0.6901551184150398,0.16277523415088246,Q3,No,0.0,,Yes,0.04720944188837761,Yes,Yes,Fiber Optic,0.24705882352941172,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6686567164179105,0.0,Churned,Yes,0.945054945054945,0.69868801423171,Competitor,Competitor offered more data,2025-03-13,2023-09-13 00:00:00,0.23943661971830987,False,0.46424107762810723
8644-XLFBW,Male,0.7540983606557378,No,Yes,No,No,0.0,United States,California,Lake Elsinore,0.41161164416978374,0.12225934982504805,0.6908233698251703,0.04307806295951519,Q3,No,0.0,Offer E,Yes,0.5693138627725545,No,Yes,Fiber Optic,0.14117647058823524,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5313432835820896,0.24999999999999994,Churned,Yes,0.868131868131868,0.8163219924394041,Competitor,Competitor offered more data,2025-03-13,2025-02-13 00:00:00,0.0,False,0.5496458825163173
1833-VGRUM,Female,0.8360655737704918,No,Yes,No,No,0.0,United States,California,Perris,0.4177915108147667,0.13091971667071195,0.6905788224549487,0.3496209890381291,Q3,No,0.0,Offer E,Yes,0.9791958391678337,Yes,Yes,Fiber Optic,0.2705882352941176,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5567164179104478,0.24999999999999994,Churned,Yes,0.7252747252747251,0.5961752279297309,Price,Price too high,2025-03-13,2025-02-13 00:00:00,0.0,False,0.7096236633800862
8374-XGEJJ,Male,0.8032786885245902,No,Yes,Yes,No,0.0,United States,California,Temecula,0.4210440722068629,0.09777118503249804,0.7005828082209473,0.0290575070767711,Q3,Yes,0.7272727272727273,Offer B,Yes,0.625125025005001,Yes,Yes,Fiber Optic,0.2352941176470588,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.8233830845771144,0.0,Churned,Yes,0.901098901098901,0.24905492550589275,Dissatisfaction,Product dissatisfaction,2025-03-13,2021-08-13 00:00:00,0.5915492957746479,True,0.7728093320372171
6946-LMSQS,Male,1.0,No,Yes,Yes,No,0.0,United States,California,Temecula,0.42136932834607255,0.10114785847228563,0.719386641164624,0.43847483709177953,Q3,Yes,0.2727272727272727,Offer C,Yes,0.672734546909382,Yes,Yes,Fiber Optic,0.2941176470588235,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.7044776119402985,0.0,Churned,Yes,0.934065934065934,0.14898821436513227,Competitor,Competitor made better offer,2025-03-13,2023-02-13 00:00:00,0.3380281690140845,False,0.7063602277461465
4039-HEUNW,Male,0.9508196721311476,No,Yes,Yes,No,0.0,United States,California,Irvine,0.4259229142950074,0.12335436073210093,0.6478524793710154,0.25085016243326935,Q3,Yes,0.09090909090909091,,Yes,0.33226645329065807,Yes,Yes,Fiber Optic,0.03529411764705878,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7786069651741293,0.4999999999999999,Churned,Yes,0.846153846153846,0.5890593729152768,Price,Lack of affordable download/upload speed,2025-03-13,2022-03-13 00:00:00,0.49295774647887325,True,0.6399111234550756
0812-WUPTB,Male,0.7540983606557378,No,Yes,Yes,No,0.0,United States,California,Corona Del Mar,0.42673605464303144,0.11111267034994371,0.6369546887951699,0.12739137868799516,Q3,Yes,0.09090909090909091,Offer E,Yes,0.9921984396879375,No,Yes,Fiber Optic,0.1529411764705882,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.5233830845771144,0.24999999999999994,Churned,Yes,0.7032967032967032,0.22659550811652207,Price,Long distance charges,2025-03-13,2025-02-13 00:00:00,0.0,False,0.6908762671851132
2403-BCASL,Male,0.7704918032786886,No,Yes,Yes,No,0.0,United States,California,Santa Ana,0.43974630021141653,0.1286559145100537,0.6444702665714735,0.41896384672378745,Q3,Yes,0.09090909090909091,Offer B,Yes,0.9009801960392079,Yes,Yes,Cable,0.34117647058823525,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.9323383084577115,0.24999999999999994,Churned,Yes,0.9670329670329669,0.3798087613964865,Other,Don't know,2025-03-13,2021-10-13 00:00:00,0.5633802816901408,True,0.9445910290237468
3871-IKPYH,Male,0.8360655737704918,No,Yes,No,No,0.0,United States,California,Camarillo,0.4893478614408847,0.1777551404649162,0.516543896698126,0.4069570834204077,Q3,No,0.0,,Yes,0.32386477295459093,No,Yes,Fiber Optic,0.14117647058823524,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.5059701492537313,0.4999999999999999,Churned,Yes,0.857142857142857,0.16989103847009113,Other,Moved,2025-03-13,2025-02-13 00:00:00,0.0,False,0.4467435078461324
1304-NECVQ,Female,0.819672131147541,No,Yes,No,No,0.0,United States,California,Somis,0.4984550333387543,0.18517378620433014,0.5230014509612778,0.0280696088302905,Q3,No,0.0,Offer E,Yes,0.879375875175035,Yes,Yes,Fiber Optic,0.16470588235294115,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6,0.24999999999999994,Churned,Yes,0.956043956043956,0.711585501445408,Competitor,Competitor made better offer,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,False,0.7051798361338703
5655-JSMZM,Male,0.7704918032786886,No,Yes,No,No,0.0,United States,California,Coalinga,0.5218734753618475,0.3860220688285584,0.38715835461169157,0.17121986435397155,Q3,No,0.0,Offer B,Yes,0.6473294658931786,Yes,Yes,Fiber Optic,0.023529411764705827,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7756218905472636,0.24999999999999994,Churned,Yes,0.7582417582417582,0.8674672003557926,Attitude,Attitude of support person,2025-03-13,2021-02-13 00:00:00,0.676056338028169,True,0.7471878905707541
4505-EXZHB,Female,0.918032786885246,No,Yes,No,No,0.0,United States,California,Ducor,0.523174499918686,0.34979102833112136,0.5240455257773404,0.007713205539829432,Q3,No,0.0,Offer E,Yes,0.1782356471294259,No,Yes,Fiber Optic,0.3176470588235294,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.5587064676616916,0.0,Churned,Yes,0.945054945054945,0.4360684901045141,Competitor,Competitor offered more data,2025-03-13,2024-09-13 00:00:00,0.07042253521126762,False,0.4329954173031524
8972-HJWNV,Female,0.918032786885246,No,Yes,Yes,No,0.0,United States,California,Huron,0.525776549032363,0.389317413788356,0.4175957966343279,0.06560974219655374,Q3,Yes,0.09090909090909091,Offer E,Yes,0.42868573714742947,Yes,Yes,Fiber Optic,0.14117647058823524,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6597014925373134,0.0,Churned,Yes,0.8241758241758241,0.7209250611518789,Competitor,Competitor made better offer,2025-03-13,2024-08-13 00:00:00,0.08450704225352118,False,0.5904041105402027
2860-RANUS,Female,0.7868852459016393,No,Yes,No,No,0.0,United States,California,Mc Kittrick,0.5285412262156448,0.3006476830047607,0.4521442461476124,0.002764215285825572,Q3,No,0.0,Offer D,Yes,0.5859171834366873,Yes,Yes,Fiber Optic,0.17647058823529407,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.672139303482587,0.0,Churned,Yes,0.7692307692307692,0.2964198354458527,Price,Price too high,2025-03-13,2023-07-13 00:00:00,0.26760563380281693,False,0.6536592139980558
0406-BPDVR,Female,0.918032786885246,No,Yes,Yes,No,0.0,United States,California,Visalia,0.53276955602537,0.3984526751701173,0.4872869497276096,0.4248912362026711,Q3,No,0.0,Offer B,Yes,0.6699339867973595,Yes,Yes,Fiber Optic,0.0941176470588235,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.8283582089552238,0.24999999999999994,Churned,Yes,0.6923076923076923,0.9788748054258394,Price,Lack of affordable download/upload speed,2025-03-13,2020-09-13 00:00:00,0.7464788732394365,True,0.7918344674350786
5276-KQWHG,Female,0.9016393442622952,No,Yes,No,No,0.0,United States,California,Woody,0.5343958367214181,0.3353514490662059,0.5361535884111452,0.0007314246632596777,Q3,No,0.0,Offer E,Yes,0.30646129225845165,No,Yes,Fiber Optic,0.24705882352941172,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5109452736318407,0.4999999999999999,Churned,Yes,0.7582417582417582,0.5766066266399822,Price,Extra data charges,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,False,0.4441744202194139
9667-EQRXU,Female,0.9016393442622952,No,Yes,No,No,0.0,United States,California,Boron,0.5716376646609205,0.25527595922689716,0.6500411387637159,0.02118281816972853,Q3,No,0.0,,No,0.0,No,Yes,Cable,0.08235294117647055,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.21940298507462686,0.24999999999999994,Churned,Yes,0.9780219780219779,0.22526128530131195,Other,Don't know,2025-03-13,2022-09-13 00:00:00,0.4084507042253521,False,0.13435633939730585
0946-CLJTI,Male,0.7868852459016393,No,Yes,Yes,No,0.0,United States,California,Palmdale,0.577329647097089,0.21875213620149644,0.5980146750186055,0.32328970116078043,Q3,Yes,0.09090909090909091,Offer B,Yes,0.06361272254450889,Yes,Yes,Fiber Optic,0.05882352941176469,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8004975124378109,0.0,Churned,Yes,0.945054945054945,0.5912830776072937,Competitor,Competitor had better devices,2025-03-13,2020-05-13 00:00:00,0.8028169014084507,True,0.5619358422441328
0324-BRPCJ,Female,0.9016393442622952,No,Yes,Yes,No,0.0,United States,California,Palmdale,0.5838347698812816,0.2171303506299346,0.6435634034069054,0.06436537036685222,Q3,Yes,0.09090909090909091,,Yes,0.42668533706741346,Yes,Yes,Cable,0.28235294117647053,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8154228855721393,0.0,Churned,Yes,0.7142857142857142,0.5510340226817878,Competitor,Competitor offered more data,2025-03-13,2019-07-13 00:00:00,0.9436619718309859,True,0.6983752256631024
9189-JWSHV,Female,0.819672131147541,No,Yes,Yes,No,0.0,United States,California,Helm,0.5896893803870549,0.42149510663014195,0.41384270677533763,0.001339362045709308,Q3,Yes,0.09090909090909091,,Yes,0.2676535307061413,Yes,Yes,Fiber Optic,0.14117647058823524,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7492537313432835,0.24999999999999994,Churned,Yes,0.945054945054945,0.6524349566377584,Price,Price too high,2025-03-13,2023-03-13 00:00:00,0.323943661971831,True,0.5970004166088043
0576-WNXXC,Male,0.8360655737704918,No,Yes,Yes,No,0.0,United States,California,Parlier,0.5931045698487559,0.43230701044055675,0.47289505999473186,0.11945969565134791,Q3,Yes,0.09090909090909091,,Yes,0.7899579915983197,Yes,Yes,Fiber Optic,0.08235294117647055,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7691542288557214,0.0,Churned,Yes,0.7692307692307692,0.2214809873248832,Dissatisfaction,Service dissatisfaction,2025-03-13,2022-12-13 00:00:00,0.36619718309859156,False,0.7921816414386891
5482-PLVPE,Female,0.9836065573770494,No,Yes,No,No,0.0,United States,California,Daly City,0.6526264433241178,0.5459887039525322,0.18362519910281255,0.45065258278397324,Q3,No,0.0,,No,0.0,No,Yes,DSL,0.1294117647058823,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.06069651741293536,0.0,Churned,Yes,0.7362637362637362,0.2835223482321547,Competitor,Competitor had better devices,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,False,0.023607832245521432
4902-OHLSK,Female,0.9344262295081969,No,Yes,No,No,0.0,United States,California,Half Moon Bay,0.6534395836721418,0.520910721634513,0.18730627015698104,0.1702034690426886,Q3,No,0.0,,Yes,0.4196839367873575,Yes,Yes,Fiber Optic,0.188235294117647,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,0.8,0.0,Churned,Yes,0.9670329670329669,0.4963308872581721,Attitude,Attitude of support person,2025-03-13,2022-10-13 00:00:00,0.39436619718309857,True,0.6851826135258994
0495-ZBNGW,Male,0.9672131147540983,No,Yes,Yes,No,0.0,United States,California,Loma Mar,0.6537648398113515,0.5007878231385159,0.20164196939378853,0.0013013659593062166,Q3,Yes,0.09090909090909091,,Yes,0.13322664532906575,Yes,Yes,Fiber Optic,0.16470588235294115,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.6134328358208956,0.24999999999999994,Churned,Yes,0.934065934065934,0.5161218590171225,Competitor,Competitor offered more data,2025-03-13,2024-10-13 00:00:00,0.05633802816901412,False,0.45556172753784197
2357-COQEK,Female,0.9836065573770494,No,Yes,No,No,0.0,United States,California,Atherton,0.6547406082289804,0.5208314130775555,0.2075688796060251,0.0652107832893212,Q3,No,0.0,,Yes,0.5629125825165033,Yes,Yes,Fiber Optic,0.11764705882352937,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8462686567164179,0.24999999999999994,Churned,Yes,0.8021978021978021,0.47431621080720476,Competitor,Competitor made better offer,2025-03-13,2022-11-13 00:00:00,0.38028169014084506,True,0.7671851131787253
2034-CGRHZ,Male,0.8852459016393444,No,Yes,No,No,0.0,United States,California,San Francisco,0.667262969588551,0.5565838381280457,0.1878751989296895,0.003543135057089114,Q3,No,0.0,,Yes,0.0646129225845169,Yes,Yes,Fiber Optic,0.30588235294117644,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,0.8427860696517413,0.4999999999999999,Churned,Yes,0.6703296703296703,0.7209250611518789,Attitude,Attitude of support person,2025-03-13,2023-03-13 00:00:00,0.323943661971831,True,0.5917928065546453
9360-AHGNL,Female,0.9016393442622952,No,Yes,Yes,No,0.0,United States,California,Concord,0.7347536184745487,0.5777288176784516,0.22646194464029296,0.17705226361684748,Q3,Yes,0.6363636363636364,Offer B,Yes,0.17503500700140023,Yes,Yes,Fiber Optic,0.1529411764705882,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,0.9084577114427861,0.24999999999999994,Churned,Yes,0.7032967032967032,0.8583500111185234,Dissatisfaction,Limited range of services,2025-03-13,2021-08-13 00:00:00,0.5915492957746479,True,0.675947785029857
5485-WUYWF,Male,0.8852459016393444,No,Yes,No,No,0.0,United States,California,Crockett,0.7357293868921776,0.5840197084953392,0.20507127141186862,0.03022588673366644,Q3,No,0.0,,Yes,0.11142228445689134,No,Yes,Cable,0.28235294117647053,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.47910447761194036,0.0,Churned,Yes,0.901098901098901,0.5601512119190571,Price,Long distance charges,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,True,0.3542563532842661
