,churnreason,event_timestamp,customer_ids,gender,age,satisfactionscore,monthlycharge,avgmonthlygbdownload,churnlabel
8697,Limited range of services,1971-11-15 20:35:50.988524+00:00,8697,Male,0.2786885245901639,0.4999999999999999,0.517910447761194,0.2705882352941176,Yes
8698,Lack of affordable download/upload speed,1971-11-16 20:35:50.988524+00:00,8698,Female,0.0983606557377049,0.4999999999999999,0.6164179104477612,0.8117647058823528,Yes
8699,Long distance charges,1971-11-17 20:35:50.988524+00:00,8699,Female,0.360655737704918,0.0,0.7572139303482586,0.1294117647058823,Yes
8700,Extra data charges,1971-11-18 20:35:50.988524+00:00,8700,Male,0.6885245901639345,0.2499999999999999,0.2621890547263682,0.2470588235294117,Yes
8701,Price too high,1971-11-19 20:35:50.988524+00:00,8701,Female,0.081967213114754,0.2499999999999999,0.0134328358208956,0.0,Yes
8702,Service dissatisfaction,1971-11-20 20:35:50.988524+00:00,8702,Male,0.0327868852459016,0.0,0.5218905472636817,1.0,Yes
8703,Network reliability,1971-11-21 20:35:50.988524+00:00,8703,Male,0.0327868852459016,0.4999999999999999,0.6621890547263681,0.6,Yes
8704,Don't know,1971-11-22 20:35:50.988524+00:00,8704,Male,0.0327868852459016,0.2499999999999999,0.8631840796019901,0.6,Yes
8705,Don't know,1971-11-23 20:35:50.988524+00:00,8705,Male,0.7049180327868853,0.0,0.3601990049751244,0.0823529411764705,Yes
8706,Don't know,1971-11-24 20:35:50.988524+00:00,8706,Female,0.3442622950819672,0.2499999999999999,0.6671641791044776,0.2705882352941176,Yes
8707,Price too high,1971-11-25 20:35:50.988524+00:00,8707,Female,0.5245901639344263,0.2499999999999999,0.6477611940298507,0.3529411764705882,Yes
8708,Product dissatisfaction,1971-11-26 20:35:50.988524+00:00,8708,Male,0.6557377049180328,0.2499999999999999,0.1517412935323383,0.3058823529411764,Yes
8709,Competitor had better devices,1971-11-27 20:35:50.988524+00:00,8709,Male,0.737704918032787,0.0,0.717412935323383,0.2705882352941176,Yes
8710,Attitude of support person,1971-11-28 20:35:50.988524+00:00,8710,Male,0.1147540983606557,0.4999999999999999,0.7213930348258706,0.6117647058823529,Yes
8711,Competitor had better devices,1971-11-29 20:35:50.988524+00:00,8711,Female,0.737704918032787,0.0,0.7099502487562188,0.2352941176470588,Yes
8712,Limited range of services,1971-11-30 20:35:50.988524+00:00,8712,Male,0.0327868852459016,0.4999999999999999,0.3084577114427861,0.6,Yes
8713,Attitude of support person,1971-12-01 20:35:50.988524+00:00,8713,Male,0.3934426229508196,0.4999999999999999,0.0149253731343284,0.0,Yes
8714,Long distance charges,1971-12-02 20:35:50.988524+00:00,8714,Female,0.737704918032787,0.4999999999999999,0.7651741293532339,0.1999999999999999,Yes
8715,Extra data charges,1971-12-03 20:35:50.988524+00:00,8715,Male,0.4098360655737705,0.0,0.826865671641791,0.2235294117647058,Yes
8716,Competitor had better devices,1971-12-04 20:35:50.988524+00:00,8716,Female,0.4426229508196721,0.0,0.5154228855721392,0.2235294117647058,Yes
8717,Product dissatisfaction,1971-12-05 20:35:50.988524+00:00,8717,Male,0.081967213114754,0.0,0.5611940298507463,0.3529411764705882,Yes
8718,Competitor had better devices,1971-12-06 20:35:50.988524+00:00,8718,Male,0.6721311475409837,0.0,0.3199004975124378,0.1176470588235293,Yes
8719,Attitude of support person,1971-12-07 20:35:50.988524+00:00,8719,Female,0.6885245901639345,0.0,0.6109452736318408,0.2117647058823529,Yes
8720,Don't know,1971-12-08 20:35:50.988524+00:00,8720,Male,0.5901639344262295,0.2499999999999999,0.6019900497512438,0.0823529411764705,Yes
8721,Don't know,1971-12-09 20:35:50.988524+00:00,8721,Female,0.4590163934426229,0.2499999999999999,0.3169154228855722,0.1647058823529411,Yes
8722,Competitor had better devices,1971-12-10 20:35:50.988524+00:00,8722,Male,0.0,0.0,0.5786069651741295,0.6,Yes
8723,Attitude of service provider,1971-12-11 20:35:50.988524+00:00,8723,Male,0.1475409836065573,0.4999999999999999,0.8004975124378109,0.8588235294117647,Yes
8724,Poor expertise of online support,1971-12-12 20:35:50.988524+00:00,8724,Female,0.2950819672131147,0.4999999999999999,0.7149253731343284,0.1529411764705882,Yes
8725,Attitude of support person,1971-12-13 20:35:50.988524+00:00,8725,Male,0.4590163934426229,0.2499999999999999,0.3313432835820895,0.3058823529411764,Yes
8726,Attitude of service provider,1971-12-14 20:35:50.988524+00:00,8726,Male,0.4098360655737705,0.4999999999999999,0.7621890547263681,0.2235294117647058,Yes
8727,Attitude of service provider,1971-12-15 20:35:50.988524+00:00,8727,Female,0.3278688524590163,0.2499999999999999,0.6711442786069652,0.0705882352941176,Yes
8728,Attitude of support person,1971-12-16 20:35:50.988524+00:00,8728,Female,0.639344262295082,0.2499999999999999,0.2601990049751244,0.3529411764705882,Yes
8729,Attitude of service provider,1971-12-17 20:35:50.988524+00:00,8729,Male,0.4098360655737705,0.2499999999999999,0.2616915422885572,0.2352941176470588,Yes
8730,Attitude of service provider,1971-12-18 20:35:50.988524+00:00,8730,Male,0.360655737704918,0.0,0.1706467661691542,0.2705882352941176,Yes
8731,Attitude of service provider,1971-12-19 20:35:50.988524+00:00,8731,Female,0.4262295081967213,0.2499999999999999,0.7701492537313434,0.1058823529411764,Yes
8732,Long distance charges,1971-12-20 20:35:50.988524+00:00,8732,Female,0.0,0.0,0.0268656716417911,0.0,Yes
8733,Moved,1971-12-21 20:35:50.988524+00:00,8733,Female,0.5737704918032787,0.2499999999999999,0.0149253731343284,0.0,Yes
8734,Moved,1971-12-22 20:35:50.988524+00:00,8734,Male,0.3770491803278688,0.4999999999999999,0.7393034825870646,0.1529411764705882,Yes
8735,Competitor offered higher download speeds,1971-12-23 20:35:50.988524+00:00,8735,Male,0.1475409836065573,0.2499999999999999,0.6676616915422885,0.6823529411764705,Yes
8736,Competitor offered more data,1971-12-24 20:35:50.988524+00:00,8736,Female,0.4754098360655738,0.0,0.5577114427860697,0.2470588235294117,Yes
8737,Competitor made better offer,1971-12-25 20:35:50.988524+00:00,8737,Female,0.2459016393442623,0.0,0.7945273631840795,0.2117647058823529,Yes
8738,Competitor had better devices,1971-12-26 20:35:50.988524+00:00,8738,Female,0.7213114754098361,0.0,0.909452736318408,0.3294117647058823,Yes
8739,Competitor had better devices,1971-12-27 20:35:50.988524+00:00,8739,Male,0.2131147540983606,0.0,0.8228855721393036,0.3529411764705882,Yes
8740,Competitor had better devices,1971-12-28 20:35:50.988524+00:00,8740,Male,0.0983606557377049,0.0,0.7626865671641792,0.4823529411764705,Yes
8741,Competitor offered more data,1971-12-29 20:35:50.988524+00:00,8741,Male,0.5573770491803279,0.2499999999999999,0.0582089552238806,0.176470588235294,Yes
8742,Competitor offered more data,1971-12-30 20:35:50.988524+00:00,8742,Male,0.0655737704918032,0.2499999999999999,0.853731343283582,1.0,Yes
8743,Competitor offered more data,1971-12-31 20:35:50.988524+00:00,8743,Male,0.2295081967213114,0.2499999999999999,0.6975124378109452,0.1176470588235293,Yes
8744,Don't know,1972-01-01 20:35:50.988524+00:00,8744,Male,0.3934426229508196,0.0,0.7601990049751244,0.176470588235294,Yes
8745,Price too high,1972-01-02 20:35:50.988524+00:00,8745,Female,0.3770491803278688,0.0,0.6134328358208956,0.6588235294117647,Yes
8746,Long distance charges,1972-01-03 20:35:50.988524+00:00,8746,Female,0.081967213114754,0.2499999999999999,0.0223880597014926,0.0,Yes
8747,Competitor had better devices,1972-01-04 20:35:50.988524+00:00,8747,Female,0.4098360655737705,0.0,0.6338308457711443,0.188235294117647,Yes
8748,Competitor had better devices,1972-01-05 20:35:50.988524+00:00,8748,Male,0.3278688524590163,0.0,0.508457711442786,0.3294117647058823,Yes
8749,Long distance charges,1972-01-06 20:35:50.988524+00:00,8749,Female,0.5573770491803279,0.2499999999999999,0.7248756218905472,0.2823529411764705,Yes
8750,Competitor had better devices,1972-01-07 20:35:50.988524+00:00,8750,Male,0.0163934426229507,0.0,0.6751243781094527,0.4941176470588234,Yes
8751,Competitor had better devices,1972-01-08 20:35:50.988524+00:00,8751,Male,0.360655737704918,0.0,0.7606965174129353,0.0941176470588235,Yes
8752,Product dissatisfaction,1972-01-09 20:35:50.988524+00:00,8752,Male,0.3442622950819672,0.0,0.6651741293532337,0.1999999999999999,Yes
8753,Service dissatisfaction,1972-01-10 20:35:50.988524+00:00,8753,Female,0.7213114754098361,0.4999999999999999,0.8049751243781095,0.0823529411764705,Yes
8754,Network reliability,1972-01-11 20:35:50.988524+00:00,8754,Male,0.1967213114754098,0.4999999999999999,0.2666666666666666,0.3058823529411764,Yes
8755,Poor expertise of online support,1972-01-12 20:35:50.988524+00:00,8755,Female,0.3278688524590163,0.4999999999999999,0.6114427860696517,0.3058823529411764,Yes
8756,Poor expertise of online support,1972-01-13 20:35:50.988524+00:00,8756,Male,0.4426229508196721,0.4999999999999999,0.4054726368159204,0.1999999999999999,Yes
8757,Poor expertise of phone support,1972-01-14 20:35:50.988524+00:00,8757,Female,0.5245901639344263,0.0,0.4189054726368159,0.1529411764705882,Yes
8758,Product dissatisfaction,1972-01-15 20:35:50.988524+00:00,8758,Male,0.5409836065573771,0.0,0.5243781094527363,0.2117647058823529,Yes
8759,Service dissatisfaction,1972-01-16 20:35:50.988524+00:00,8759,Male,0.2622950819672131,0.2499999999999999,0.7039800995024876,0.0588235294117646,Yes
8760,Attitude of support person,1972-01-17 20:35:50.988524+00:00,8760,Male,0.5245901639344263,0.0,0.8074626865671642,0.188235294117647,Yes
8761,Network reliability,1972-01-18 20:35:50.988524+00:00,8761,Female,0.5081967213114754,0.2499999999999999,0.5497512437810945,0.0235294117647058,Yes
8762,Limited range of services,1972-01-19 20:35:50.988524+00:00,8762,Male,0.4262295081967213,0.2499999999999999,0.7686567164179104,0.1176470588235293,Yes
8763,Lack of affordable download/upload speed,1972-01-20 20:35:50.988524+00:00,8763,Female,0.4590163934426229,0.0,0.7373134328358208,0.2352941176470588,Yes
8764,Long distance charges,1972-01-21 20:35:50.988524+00:00,8764,Male,0.0163934426229507,0.2499999999999999,0.5601990049751243,0.4823529411764705,Yes
8765,Service dissatisfaction,1972-01-22 20:35:50.988524+00:00,8765,Female,0.6229508196721312,0.2499999999999999,0.871641791044776,0.188235294117647,Yes
8766,Competitor had better devices,1972-01-23 20:35:50.988524+00:00,8766,Female,0.2622950819672131,0.0,0.5691542288557214,0.176470588235294,Yes
8767,Competitor had better devices,1972-01-24 20:35:50.988524+00:00,8767,Male,0.6721311475409837,0.0,0.7522388059701492,0.2705882352941176,Yes
8768,Don't know,1972-01-25 20:35:50.988524+00:00,8768,Male,0.5245901639344263,0.2499999999999999,0.8208955223880596,0.1999999999999999,Yes
8769,Poor expertise of online support,1972-01-26 20:35:50.988524+00:00,8769,Female,0.3934426229508196,0.4999999999999999,0.126865671641791,0.2235294117647058,Yes
8770,Poor expertise of online support,1972-01-27 20:35:50.988524+00:00,8770,Male,0.3114754098360656,0.4999999999999999,0.6144278606965174,0.188235294117647,Yes
8771,Competitor had better devices,1972-01-28 20:35:50.988524+00:00,8771,Female,0.2131147540983606,0.0,0.8149253731343284,0.1529411764705882,Yes
8772,Service dissatisfaction,1972-01-29 20:35:50.988524+00:00,8772,Male,0.5409836065573771,0.0,0.7587064676616915,0.3058823529411764,Yes
8773,Attitude of support person,1972-01-30 20:35:50.988524+00:00,8773,Male,0.3770491803278688,0.0,0.1557213930348259,0.3529411764705882,Yes
8774,Limited range of services,1972-01-31 20:35:50.988524+00:00,8774,Male,0.360655737704918,0.2499999999999999,0.6587064676616916,0.2705882352941176,Yes
8775,Lack of affordable download/upload speed,1972-02-01 20:35:50.988524+00:00,8775,Male,0.2622950819672131,0.0,0.6094527363184079,0.3411764705882352,Yes
8776,Competitor had better devices,1972-02-02 20:35:50.988524+00:00,8776,Male,0.4098360655737705,0.0,0.7054726368159204,0.2117647058823529,Yes
8777,Product dissatisfaction,1972-02-03 20:35:50.988524+00:00,8777,Female,0.4262295081967213,0.0,0.3686567164179104,0.0823529411764705,Yes
8778,Service dissatisfaction,1972-02-04 20:35:50.988524+00:00,8778,Female,0.2131147540983606,0.2499999999999999,0.3671641791044776,0.2235294117647058,Yes
8779,Attitude of support person,1972-02-05 20:35:50.988524+00:00,8779,Female,0.2459016393442623,0.4999999999999999,0.663681592039801,0.0823529411764705,Yes
8780,Network reliability,1972-02-06 20:35:50.988524+00:00,8780,Male,0.180327868852459,0.2499999999999999,0.2487562189054726,0.6941176470588235,Yes
8781,Don't know,1972-02-07 20:35:50.988524+00:00,8781,Male,0.6721311475409837,0.2499999999999999,0.2995024875621891,0.1411764705882352,Yes
8782,Don't know,1972-02-08 20:35:50.988524+00:00,8782,Male,0.6557377049180328,0.2499999999999999,0.6099502487562188,0.0705882352941176,Yes
8783,Price too high,1972-02-09 20:35:50.988524+00:00,8783,Male,0.1967213114754098,0.2499999999999999,0.6592039800995024,0.1411764705882352,Yes
8784,Product dissatisfaction,1972-02-10 20:35:50.988524+00:00,8784,Male,0.6229508196721312,0.0,0.899004975124378,0.1294117647058823,Yes
8785,Service dissatisfaction,1972-02-11 20:35:50.988524+00:00,8785,Male,0.6229508196721312,0.2499999999999999,0.1199004975124378,0.3058823529411764,Yes
8786,Network reliability,1972-02-12 20:35:50.988524+00:00,8786,Female,0.2131147540983606,0.2499999999999999,0.2701492537313433,0.3058823529411764,Yes
8787,Limited range of services,1972-02-13 20:35:50.988524+00:00,8787,Female,0.5573770491803279,0.2499999999999999,0.6557213930348259,0.1529411764705882,Yes
8788,Attitude of support person,1972-02-14 20:35:50.988524+00:00,8788,Female,0.360655737704918,0.4999999999999999,0.0149253731343284,0.0,Yes
8789,Long distance charges,1972-02-15 20:35:50.988524+00:00,8789,Female,0.7049180327868853,0.2499999999999999,0.6681592039800995,0.1999999999999999,Yes
8790,Extra data charges,1972-02-16 20:35:50.988524+00:00,8790,Male,0.7049180327868853,0.2499999999999999,0.5666666666666667,0.2823529411764705,Yes
8791,Price too high,1972-02-17 20:35:50.988524+00:00,8791,Female,0.5081967213114754,0.2499999999999999,0.3741293532338309,0.2470588235294117,Yes
8792,Service dissatisfaction,1972-02-18 20:35:50.988524+00:00,8792,Male,0.5573770491803279,0.4999999999999999,0.6582089552238807,0.1058823529411764,Yes
8793,Attitude of support person,1972-02-19 20:35:50.988524+00:00,8793,Female,0.4098360655737705,0.0,0.3781094527363184,0.2588235294117647,Yes
8794,Poor expertise of online support,1972-02-20 20:35:50.988524+00:00,8794,Female,0.5245901639344263,0.4999999999999999,0.5014925373134329,0.2705882352941176,Yes
8795,Don't know,1972-02-21 20:35:50.988524+00:00,8795,Male,0.4754098360655738,0.2499999999999999,0.5930348258706467,0.3294117647058823,Yes
8796,Poor expertise of online support,1972-02-22 20:35:50.988524+00:00,8796,Male,0.5081967213114754,0.4999999999999999,0.8666666666666666,0.1647058823529411,Yes
8797,Price too high,1972-02-23 20:35:50.988524+00:00,8797,Female,0.4754098360655738,0.0,0.6845771144278606,0.0941176470588235,Yes
8798,Product dissatisfaction,1972-02-24 20:35:50.988524+00:00,8798,Male,0.0491803278688524,0.0,0.3507462686567164,0.8588235294117647,Yes
8799,Competitor had better devices,1972-02-25 20:35:50.988524+00:00,8799,Female,0.2622950819672131,0.0,0.0681592039800995,0.3294117647058823,Yes
8800,Network reliability,1972-02-26 20:35:50.988524+00:00,8800,Female,0.0327868852459016,0.0,0.3577114427860697,0.8117647058823528,Yes
8801,Lack of affordable download/upload speed,1972-02-27 20:35:50.988524+00:00,8801,Male,0.4590163934426229,0.4999999999999999,0.8472636815920398,0.2705882352941176,Yes
8802,Long distance charges,1972-02-28 20:35:50.988524+00:00,8802,Female,0.6721311475409837,0.2499999999999999,0.6587064676616916,0.0470588235294117,Yes
8803,Product dissatisfaction,1972-02-29 20:35:50.988524+00:00,8803,Female,0.5573770491803279,0.2499999999999999,0.1228855721393035,0.0823529411764705,Yes
8804,Attitude of support person,1972-03-01 20:35:50.988524+00:00,8804,Female,0.5245901639344263,0.0,0.5149253731343284,0.1999999999999999,Yes
8805,Competitor had better devices,1972-03-02 20:35:50.988524+00:00,8805,Female,0.2950819672131147,0.0,0.2691542288557214,0.3058823529411764,Yes
8806,Don't know,1972-03-03 20:35:50.988524+00:00,8806,Male,0.737704918032787,0.2499999999999999,0.1154228855721393,0.1294117647058823,Yes
8807,Long distance charges,1972-03-04 20:35:50.988524+00:00,8807,Male,0.3442622950819672,0.4999999999999999,0.0154228855721392,0.0,Yes
8808,Moved,1972-03-05 20:35:50.988524+00:00,8808,Female,0.2786885245901639,0.0,0.5810945273631841,0.1999999999999999,Yes
8809,Moved,1972-03-06 20:35:50.988524+00:00,8809,Female,0.4262295081967213,0.2499999999999999,0.8049751243781095,0.2941176470588235,Yes
8810,Competitor had better devices,1972-03-07 20:35:50.988524+00:00,8810,Male,0.6229508196721312,0.0,0.2656716417910448,0.3058823529411764,Yes
8811,Competitor had better devices,1972-03-08 20:35:50.988524+00:00,8811,Male,0.5573770491803279,0.0,0.3114427860696517,0.3058823529411764,Yes
8812,Competitor offered more data,1972-03-09 20:35:50.988524+00:00,8812,Male,0.5901639344262295,0.0,0.772636815920398,0.0470588235294117,Yes
8813,Competitor had better devices,1972-03-10 20:35:50.988524+00:00,8813,Male,0.3442622950819672,0.0,0.6552238805970149,0.1647058823529411,Yes
8814,Competitor offered higher download speeds,1972-03-11 20:35:50.988524+00:00,8814,Female,0.4754098360655738,0.4999999999999999,0.3144278606965174,0.2941176470588235,Yes
8815,Competitor offered more data,1972-03-12 20:35:50.988524+00:00,8815,Female,0.0491803278688524,0.2499999999999999,0.5099502487562189,0.8941176470588235,Yes
8816,Competitor offered more data,1972-03-13 20:35:50.988524+00:00,8816,Male,0.4590163934426229,0.0,0.8562189054726368,0.2705882352941176,Yes
8817,Competitor offered more data,1972-03-14 20:35:50.988524+00:00,8817,Female,0.4918032786885246,0.4999999999999999,0.7522388059701492,0.1411764705882352,Yes
8818,Competitor made better offer,1972-03-15 20:35:50.988524+00:00,8818,Female,0.4590163934426229,0.2499999999999999,0.3203980099502488,0.3411764705882352,Yes
8819,Competitor made better offer,1972-03-16 20:35:50.988524+00:00,8819,Female,0.2295081967213114,0.4999999999999999,0.5611940298507463,0.2235294117647058,Yes
8820,Price too high,1972-03-17 20:35:50.988524+00:00,8820,Female,0.5573770491803279,0.4999999999999999,0.7557213930348259,0.2823529411764705,Yes
8821,Product dissatisfaction,1972-03-18 20:35:50.988524+00:00,8821,Female,0.6557377049180328,0.0,0.8786069651741293,0.2470588235294117,Yes
8822,Competitor made better offer,1972-03-19 20:35:50.988524+00:00,8822,Male,0.2295081967213114,0.0,0.0184079601990049,0.0,Yes
8823,Attitude of support person,1972-03-20 20:35:50.988524+00:00,8823,Female,0.4262295081967213,0.0,0.6522388059701492,0.3294117647058823,Yes
8824,Network reliability,1972-03-21 20:35:50.988524+00:00,8824,Male,0.0983606557377049,0.2499999999999999,0.3671641791044776,0.6,Yes
8825,Long distance charges,1972-03-22 20:35:50.988524+00:00,8825,Male,0.4426229508196721,0.0,0.5990049751243781,0.2352941176470588,Yes
8826,Extra data charges,1972-03-23 20:35:50.988524+00:00,8826,Female,0.3278688524590163,0.4999999999999999,0.6885572139303483,0.0470588235294117,Yes
8827,Price too high,1972-03-24 20:35:50.988524+00:00,8827,Male,0.2786885245901639,0.0,0.5223880597014925,0.188235294117647,Yes
8828,Service dissatisfaction,1972-03-25 20:35:50.988524+00:00,8828,Male,0.1967213114754098,0.0,0.6313432835820896,0.3294117647058823,Yes
8829,Attitude of support person,1972-03-26 20:35:50.988524+00:00,8829,Male,0.2950819672131147,0.2499999999999999,0.4975124378109453,0.2705882352941176,Yes
8830,Competitor made better offer,1972-03-27 20:35:50.988524+00:00,8830,Female,0.360655737704918,0.0,0.6059701492537314,0.2705882352941176,Yes
8831,Poor expertise of online support,1972-03-28 20:35:50.988524+00:00,8831,Male,0.1639344262295082,0.4999999999999999,0.8228855721393036,0.6,Yes
8832,Don't know,1972-03-29 20:35:50.988524+00:00,8832,Female,0.4426229508196721,0.0,0.5059701492537313,0.2235294117647058,Yes
8833,Poor expertise of phone support,1972-03-30 20:35:50.988524+00:00,8833,Male,0.5573770491803279,0.4999999999999999,0.8477611940298508,0.3529411764705882,Yes
8834,Competitor made better offer,1972-03-31 20:35:50.988524+00:00,8834,Female,0.1967213114754098,0.2499999999999999,0.5940298507462687,0.3058823529411764,Yes
8835,Service dissatisfaction,1972-04-01 20:35:50.988524+00:00,8835,Male,0.4426229508196721,0.4999999999999999,0.1119402985074626,0.3529411764705882,Yes
8836,Attitude of support person,1972-04-02 20:35:50.988524+00:00,8836,Female,0.737704918032787,0.0,0.5223880597014925,0.1176470588235293,Yes
8837,Limited range of services,1972-04-03 20:35:50.988524+00:00,8837,Male,0.0,0.0,0.6706467661691543,0.6235294117647058,Yes
8838,Extra data charges,1972-04-04 20:35:50.988524+00:00,8838,Male,0.3278688524590163,0.0,0.2791044776119403,0.2470588235294117,Yes
8839,Price too high,1972-04-05 20:35:50.988524+00:00,8839,Female,0.7213114754098361,0.2499999999999999,0.8761194029850745,0.2588235294117647,Yes
8840,Product dissatisfaction,1972-04-06 20:35:50.988524+00:00,8840,Female,0.2786885245901639,0.0,0.7079601990049752,0.1058823529411764,Yes
8841,Attitude of support person,1972-04-07 20:35:50.988524+00:00,8841,Male,0.1475409836065573,0.0,0.5562189054726369,1.0,Yes
8842,Network reliability,1972-04-08 20:35:50.988524+00:00,8842,Female,0.3934426229508196,0.4999999999999999,0.808457711442786,0.3058823529411764,Yes
8843,Don't know,1972-04-09 20:35:50.988524+00:00,8843,Male,0.4098360655737705,0.0,0.2577114427860696,0.1176470588235293,Yes
8844,Don't know,1972-04-10 20:35:50.988524+00:00,8844,Female,0.2786885245901639,0.4999999999999999,0.354726368159204,0.0941176470588235,Yes
8845,Price too high,1972-04-11 20:35:50.988524+00:00,8845,Female,0.0491803278688524,0.0,0.6686567164179105,0.3176470588235294,Yes
8846,Product dissatisfaction,1972-04-12 20:35:50.988524+00:00,8846,Female,0.2786885245901639,0.0,0.3243781094527364,0.2588235294117647,Yes
8847,Service dissatisfaction,1972-04-13 20:35:50.988524+00:00,8847,Female,0.3442622950819672,0.0,0.4074626865671642,0.2823529411764705,Yes
8848,Attitude of support person,1972-04-14 20:35:50.988524+00:00,8848,Male,0.3770491803278688,0.2499999999999999,0.646268656716418,0.2117647058823529,Yes
8849,Network reliability,1972-04-15 20:35:50.988524+00:00,8849,Female,0.0,0.0,0.3646766169154228,0.6823529411764705,Yes
8850,Limited range of services,1972-04-16 20:35:50.988524+00:00,8850,Female,0.6229508196721312,0.0,0.8522388059701493,0.188235294117647,Yes
8851,Attitude of support person,1972-04-17 20:35:50.988524+00:00,8851,Female,0.2622950819672131,0.0,0.0099502487562189,0.0,Yes
8852,Product dissatisfaction,1972-04-18 20:35:50.988524+00:00,8852,Male,0.2295081967213114,0.0,0.5696517412935324,0.1529411764705882,Yes
8853,Service dissatisfaction,1972-04-19 20:35:50.988524+00:00,8853,Female,0.0983606557377049,0.0,0.5522388059701493,0.6823529411764705,Yes
8854,Attitude of support person,1972-04-20 20:35:50.988524+00:00,8854,Male,0.3278688524590163,0.0,0.7741293532338308,0.2941176470588235,Yes
8855,Network reliability,1972-04-21 20:35:50.988524+00:00,8855,Female,0.180327868852459,0.0,0.7034825870646766,0.6,Yes
8856,Don't know,1972-04-22 20:35:50.988524+00:00,8856,Female,0.3770491803278688,0.4999999999999999,0.3228855721393035,0.3529411764705882,Yes
8857,Don't know,1972-04-23 20:35:50.988524+00:00,8857,Male,0.0655737704918032,0.2499999999999999,0.3497512437810945,0.9647058823529412,Yes
8858,Product dissatisfaction,1972-04-24 20:35:50.988524+00:00,8858,Female,0.3770491803278688,0.0,0.6442786069651741,0.0588235294117646,Yes
8859,Service dissatisfaction,1972-04-25 20:35:50.988524+00:00,8859,Male,0.4590163934426229,0.0,0.3218905472636816,0.1529411764705882,Yes
8860,Attitude of support person,1972-04-26 20:35:50.988524+00:00,8860,Male,0.5901639344262295,0.4999999999999999,0.708955223880597,0.0235294117647058,Yes
8861,Network reliability,1972-04-27 20:35:50.988524+00:00,8861,Male,0.5081967213114754,0.2499999999999999,0.5129353233830846,0.2941176470588235,Yes
8862,Lack of affordable download/upload speed,1972-04-28 20:35:50.988524+00:00,8862,Male,0.4098360655737705,0.0,0.8238805970149253,0.2705882352941176,Yes
8863,Long distance charges,1972-04-29 20:35:50.988524+00:00,8863,Male,0.5573770491803279,0.0,0.7606965174129353,0.2352941176470588,Yes
8864,Price too high,1972-04-30 20:35:50.988524+00:00,8864,Male,0.4098360655737705,0.2499999999999999,0.4298507462686567,0.2470588235294117,Yes
8865,Product dissatisfaction,1972-05-01 20:35:50.988524+00:00,8865,Male,0.0163934426229507,0.0,0.7194029850746269,0.5647058823529412,Yes
8866,Service dissatisfaction,1972-05-02 20:35:50.988524+00:00,8866,Female,0.639344262295082,0.2499999999999999,0.7019900497512437,0.2588235294117647,Yes
8867,Attitude of support person,1972-05-03 20:35:50.988524+00:00,8867,Male,0.0655737704918032,0.0,0.6661691542288557,0.3058823529411764,Yes
8868,Don't know,1972-05-04 20:35:50.988524+00:00,8868,Male,0.5737704918032787,0.0,0.8746268656716418,0.2470588235294117,Yes
8869,Don't know,1972-05-05 20:35:50.988524+00:00,8869,Female,0.2786885245901639,0.2499999999999999,0.2691542288557214,0.2352941176470588,Yes
8870,Price too high,1972-05-06 20:35:50.988524+00:00,8870,Male,0.2950819672131147,0.0,0.5472636815920398,0.176470588235294,Yes
8871,Product dissatisfaction,1972-05-07 20:35:50.988524+00:00,8871,Male,0.4590163934426229,0.0,0.3263681592039801,0.2352941176470588,Yes
8872,Service dissatisfaction,1972-05-08 20:35:50.988524+00:00,8872,Female,0.7213114754098361,0.4999999999999999,0.6676616915422885,0.0588235294117646,Yes
8873,Network reliability,1972-05-09 20:35:50.988524+00:00,8873,Male,0.7213114754098361,0.0,0.5666666666666667,0.1294117647058823,Yes
8874,Limited range of services,1972-05-10 20:35:50.988524+00:00,8874,Female,0.5737704918032787,0.4999999999999999,0.0263681592039801,0.0,Yes
8875,Lack of affordable download/upload speed,1972-05-11 20:35:50.988524+00:00,8875,Male,0.0655737704918032,0.4999999999999999,0.2492537313432835,0.4823529411764705,Yes
8876,Long distance charges,1972-05-12 20:35:50.988524+00:00,8876,Male,0.3114754098360656,0.2499999999999999,0.907960199004975,0.3058823529411764,Yes
8877,Competitor made better offer,1972-05-13 20:35:50.988524+00:00,8877,Male,0.7213114754098361,0.0,0.5606965174129352,0.0352941176470587,Yes
8878,Long distance charges,1972-05-14 20:35:50.988524+00:00,8878,Male,0.2622950819672131,0.0,0.0144278606965174,0.0,Yes
8879,Network reliability,1972-05-15 20:35:50.988524+00:00,8879,Female,0.0983606557377049,0.0,0.4099502487562189,0.5647058823529412,Yes
8880,Don't know,1972-05-16 20:35:50.988524+00:00,8880,Female,0.0655737704918032,0.2499999999999999,0.8651741293532338,0.8352941176470587,Yes
8881,Don't know,1972-05-17 20:35:50.988524+00:00,8881,Male,0.6557377049180328,0.2499999999999999,0.2676616915422886,0.0588235294117646,Yes
8882,Don't know,1972-05-18 20:35:50.988524+00:00,8882,Male,0.7049180327868853,0.0,0.7517412935323382,0.1999999999999999,Yes
8883,Attitude of support person,1972-05-19 20:35:50.988524+00:00,8883,Male,0.4262295081967213,0.4999999999999999,0.7756218905472636,0.3058823529411764,Yes
8884,Deceased,1972-05-20 20:35:50.988524+00:00,8884,Female,0.0163934426229507,0.2499999999999999,0.6104477611940298,0.6117647058823529,Yes
8885,Moved,1972-05-21 20:35:50.988524+00:00,8885,Male,0.4918032786885246,0.2499999999999999,0.6666666666666666,0.2941176470588235,Yes
