,churnreason,event_timestamp,customer_ids,gender,age,satisfactionscore,monthlycharge,avgmonthlygbdownload,churnlabel,avgmonthlylongdistancecharges,customerid,customer_tenure_months,customers_all_type_services,total_spent_bycustomer_yearly
5959,,,6324,Male,0.3114754098360656,0.7499999999999999,0.3323383084577114,0.2705882352941176,No,0.980996199239848,2709-UQGNP,0.1267605633802817,False,0.5536731009582003
5960,,,6325,Male,0.6065573770491803,0.4999999999999999,0.0572139303482587,0.0,No,0.5235047009401881,3549-ZTMNH,0.1549295774647887,False,0.2028884877100402
5961,,,6326,Female,0.2131147540983606,0.4999999999999999,0.4139303482587065,0.2705882352941176,No,0.962992598519704,8033-ATFAS,0.5352112676056338,True,0.6043605054853494
5962,,,6327,Male,0.3278688524590163,0.7499999999999999,0.0562189054726368,0.0,No,0.3798759751950389,0562-HKHML,0.9859154929577464,False,0.1523399527843355
5963,,,6328,Female,0.0491803278688524,0.7499999999999999,0.0587064676616915,0.0,No,0.0342068413682736,8277-RVRSV,0.4507042253521127,False,0.0340924871545618
5964,,,6329,Female,0.0,0.7499999999999999,0.3243781094527364,0.8941176470588235,No,0.2518503700740148,7054-ENNGU,0.1126760563380282,False,0.2950284682682961
5965,,,6330,Male,0.6885245901639345,0.4999999999999999,0.7298507462686566,0.0352941176470587,No,0.3604720944188838,1455-HFBXA,0.7183098591549295,False,0.615678378003055
5966,,,6331,Female,0.0983606557377049,0.9999999999999998,0.8024875621890548,0.6941176470588235,No,0.1678335667133427,9402-CXWPL,0.9718309859154928,True,0.5995000694348008
5967,,,6332,Male,0.6721311475409837,0.7499999999999999,0.664179104477612,0.0235294117647058,No,0.3040608121624324,1628-BIZYP,0.0,False,0.5502707957228163
5968,,,6333,Male,0.5737704918032787,0.9999999999999998,0.2592039800995025,0.1058823529411764,No,0.8591718343668735,0082-LDZUE,0.0,False,0.4603527287876684
5969,,,6334,Female,0.3934426229508196,0.7499999999999999,0.6164179104477612,0.1647058823529411,No,0.8581716343268653,5343-SGUBI,0.7183098591549295,False,0.7092764893764755
5970,,,6335,Male,0.1639344262295082,0.9999999999999998,0.4243781094527363,0.8352941176470587,No,0.9135827165433088,0856-NAOES,0.0704225352112676,True,0.5945007637828079
5971,,,6336,Male,0.4590163934426229,0.7499999999999999,0.1587064676616916,0.1999999999999999,No,0.0,1976-AZZPJ,0.0845070422535211,False,0.0920011109568116
5972,,,6337,Female,0.0,0.4999999999999999,0.6855721393034826,0.4823529411764705,No,0.901980396079216,6156-UZDLF,0.352112676056338,False,0.7727398972364952
5973,,,6338,Male,0.2459016393442623,0.7499999999999999,0.3587064676616915,0.2588235294117647,No,0.7595519103820764,3099-OONVS,0.3380281690140845,False,0.4952089987501736
5974,,,6339,Male,0.0,0.4999999999999999,0.0084577114427861,0.0,No,0.8499699939987998,9500-WBGRP,0.9577464788732394,False,0.2821830301347036
5975,,,6340,Female,0.180327868852459,0.7499999999999999,0.9402985074626864,0.4941176470588234,No,0.7049409881976396,5183-KLYEM,1.0,True,0.8820997083738371
5976,,,6341,Male,0.5901639344262295,0.9999999999999998,0.0169154228855722,0.0,No,0.6973394678935787,5144-PQCDZ,0.0422535211267606,False,0.2351062352451048
5977,,,6342,Male,0.2622950819672131,0.4999999999999999,0.0124378109452736,0.0,No,0.3750750150030006,8514-VZHEB,0.8169014084507041,False,0.1201222052492709
5978,,,6343,Male,0.1639344262295082,0.7499999999999999,0.4706467661691542,0.4823529411764705,No,0.99499899979996,6625-IUTTT,0.9295774647887324,False,0.6550479100124984
5979,,,6344,Female,0.0163934426229507,0.4999999999999999,0.5965174129353235,0.6941176470588235,No,0.9783956791358271,0068-FIGTF,0.3661971830985915,True,0.7371198444660465
5980,,,6345,Male,0.360655737704918,0.4999999999999999,0.8656716417910447,0.1647058823529411,No,0.7211442288457691,5965-GGPRW,1.0,True,0.8356478266907377
5981,,,6346,Female,0.6721311475409837,0.4999999999999999,0.7064676616915423,0.1176470588235293,No,0.717743548709742,8035-PWSEV,0.0704225352112676,False,0.7233717539230663
5982,,,6347,Male,0.5901639344262295,0.9999999999999998,0.0238805970149253,0.0,No,0.2230446089217843,2236-HILPA,0.8591549295774648,False,0.0753367587835022
5983,,,6348,Male,0.0655737704918032,0.4999999999999999,0.5019900497512438,0.6117647058823529,No,0.650130026005201,1840-BIUOG,0.2676056338028169,True,0.5572142757950286
5984,,,6349,Male,0.4098360655737705,0.4999999999999999,0.600995024875622,0.0823529411764705,No,0.931986397279456,1356-MKYSK,0.0704225352112676,True,0.7241355367310097
5985,,,6350,Male,0.7213114754098361,0.4999999999999999,0.0646766169154229,0.0,No,0.3614722944588918,6080-LNESI,0.704225352112676,False,0.1518539091792806
5986,,,6351,Female,0.4098360655737705,0.4999999999999999,0.0149253731343284,0.0,No,0.5081016203240648,1830-IPXVJ,0.8450704225352113,False,0.168032217747535
5987,,,6352,Female,0.4262295081967213,0.4999999999999999,0.6611940298507463,0.2588235294117647,No,0.1696339267853571,8398-TBIYD,1.0,False,0.5015275656158867
5988,,,6353,Female,0.1147540983606557,0.7499999999999999,0.0169154228855722,0.0,No,0.9981996399279855,9418-RUKPH,0.5211267605633803,False,0.3395361755311762
5989,,,6354,Male,0.5573770491803279,0.7499999999999999,0.1527363184079602,0.3529411764705882,No,0.0,4712-AUQZO,0.2394366197183098,False,0.0878350229134842
5990,,,6355,Male,0.6721311475409837,0.7499999999999999,0.6726368159203979,0.1176470588235293,No,0.2296459291858371,9711-FJTBX,0.7746478873239435,False,0.5303430079155673
5991,,,6356,Female,0.360655737704918,0.7499999999999999,0.1651741293532339,0.0235294117647058,No,0.0,2908-ZTPNF,0.4929577464788732,False,0.0965143730037494
5992,,,6357,Male,0.4262295081967213,0.4999999999999999,0.6601990049751243,0.2470588235294117,No,0.0214042808561712,1414-YADCW,0.9718309859154928,False,0.4493820302735731
5993,,,6358,Female,0.5573770491803279,0.4999999999999999,0.2656716417910448,0.1529411764705882,No,0.0,8756-RDDLT,0.943661971830986,False,0.1666435217330926
5994,,,6359,Male,0.4590163934426229,0.7499999999999999,0.0641791044776119,0.2470588235294117,No,0.0,2862-PFNIK,0.0,False,0.0260380502707956
5995,,,6360,Female,0.1147540983606557,0.9999999999999998,0.8164179104477611,0.9647058823529412,No,0.9013802760552112,5816-QVHRX,0.5070422535211268,True,0.8638383557839191
5996,,,6361,Female,0.0163934426229507,0.9999999999999998,0.0716417910447761,0.0,No,0.7795559111822364,4430-YHXGG,0.0422535211267606,False,0.301833078739064
5997,,,6362,Male,0.6065573770491803,0.4999999999999999,0.3228855721393035,0.1647058823529411,No,0.7611522304460892,6888-SBYAI,0.0,False,0.4707679488959867
5998,,,6363,Male,0.4262295081967213,0.4999999999999999,0.3656716417910448,0.2352941176470588,No,0.0,7395-XWZOY,0.2676056338028169,False,0.2364254964588251
5999,,,6364,Male,0.5409836065573771,0.4999999999999999,0.4990049751243782,0.3058823529411764,No,0.3192638527705541,7169-YWAMK,1.0,True,0.4402860713789753
6000,,,6365,Male,0.3114754098360656,0.4999999999999999,0.3661691542288557,0.176470588235294,No,0.8841768353670736,6859-RKMZJ,0.1408450704225352,True,0.5436744896542147
6001,,,6366,Female,0.2622950819672131,0.7499999999999999,0.0154228855721392,0.0,No,0.250250050010002,2729-VNVAP,0.4507042253521127,False,0.0788779336203305
6002,,,6367,Female,0.6721311475409837,0.9999999999999998,0.1756218905472636,0.0823529411764705,No,0.0,2049-BAFNW,0.0,False,0.1038050270795722
6003,,,6368,Male,0.6557377049180328,0.4999999999999999,0.6218905472636815,0.3529411764705882,No,0.9201840368073616,3842-QTGDL,0.2112676056338028,False,0.7346201916400501
6004,,,6369,Male,0.737704918032787,0.4999999999999999,0.600995024875622,0.1294117647058823,No,0.7231446289257851,7163-OCEQI,0.295774647887324,True,0.6516456047771144
6005,,,6370,Female,0.2622950819672131,0.4999999999999999,0.4328358208955224,0.3294117647058823,No,0.7059411882376475,9782-LGXMC,0.676056338028169,False,0.5283293986946258
6006,,,6371,Male,0.2786885245901639,0.4999999999999999,0.4522388059701493,0.1647058823529411,No,0.9491898379675936,5975-BAICR,0.4929577464788732,False,0.6263019025135399
6007,,,6372,Female,0.6065573770491803,0.7499999999999999,0.690049751243781,0.2352941176470588,No,0.8185637127425485,4673-KKSLS,0.4225352112676056,False,0.7469101513678655
6008,,,6373,Male,0.2295081967213114,0.4999999999999999,0.7054726368159204,0.3294117647058823,No,0.3148629725945189,4853-OITSN,0.0563380281690141,False,0.5828357172614915
6009,,,6374,Male,0.6885245901639345,0.4999999999999999,0.0174129353233831,0.0,No,0.156631326265253,9800-OUIGR,0.9154929577464788,False,0.0477711428968198
6010,,,6375,Male,0.2950819672131147,0.7499999999999999,0.8572139303482588,0.1647058823529411,No,0.9165833166633326,2324-EFHVG,0.8873239436619718,True,0.8975836689348702
6011,,,6376,Male,0.5901639344262295,0.7499999999999999,0.017910447761194,0.0,No,0.2766553310662132,7094-MSZAO,0.1267605633802817,False,0.0897791973337037
6012,,,6377,Male,0.3442622950819672,0.9999999999999998,0.1597014925373134,0.3176470588235294,No,0.0,6907-CQGPN,0.3943661971830985,False,0.0926954589640327
6013,,,6378,Male,0.6721311475409837,0.9999999999999998,0.0238805970149253,0.0,No,0.0338067613522705,0780-XNZFN,0.7887323943661971,False,0.0096514373003748
6014,,,6379,Female,0.2950819672131147,0.7499999999999999,0.6567164179104478,0.2470588235294117,No,0.8655731146229246,0239-OXEXL,0.6338028169014084,False,0.7399666712956536
6015,,,6380,Male,0.7049180327868853,0.4999999999999999,0.0139303482587064,0.0,No,0.463492698539708,2675-IJRGJ,0.732394366197183,False,0.1518539091792806
6016,,,6381,Female,0.4262295081967213,0.4999999999999999,0.6129353233830845,0.2588235294117647,No,0.2538507701540308,7049-GKVZY,0.2253521126760563,True,0.4970837383696709
6017,,,6382,Female,0.5737704918032787,0.7499999999999999,0.0194029850746269,0.0,No,0.5369073814762952,8577-QSOCG,0.5211267605633803,False,0.1811553950840161
6018,,,6383,Male,0.4918032786885246,0.7499999999999999,0.0154228855721392,0.0,No,0.1108221644328865,3721-CNZHX,0.1971830985915493,False,0.0304818775170114
6019,,,6384,Female,0.5245901639344263,0.4999999999999999,0.3194029850746269,0.2588235294117647,No,0.0,0212-ISBBF,0.295774647887324,False,0.2041383141230384
6020,,,6385,Female,0.0983606557377049,0.7499999999999999,0.5606965174129352,0.3176470588235294,No,0.1326265253050609,3585-YNADK,0.7887323943661971,True,0.4185529787529509
6021,,,6386,Female,0.7049180327868853,0.9999999999999998,0.0208955223880597,0.0,No,0.6019203840768154,1099-GODLO,0.0,False,0.2047632273295375
6022,,,6387,Male,0.081967213114754,0.7499999999999999,0.0278606965174129,0.0,No,0.9941988397679536,6828-HMKWP,0.1549295774647887,False,0.3457853075961672
6023,,,6388,Male,0.5901639344262295,0.4999999999999999,0.7606965174129353,0.2117647058823529,No,0.4260852170434087,1472-TNCWL,0.4929577464788732,True,0.659977780863769
6024,,,6389,Male,0.5737704918032787,0.7499999999999999,0.564179104477612,0.188235294117647,No,0.0752150430086017,2080-GKCWQ,0.0140845070422535,False,0.4010554089709763
6025,,,6390,Male,0.4590163934426229,0.4999999999999999,0.9323383084577116,0.2235294117647058,No,0.4816963392678535,2193-SFWQW,1.0,True,0.7990556867101792
6026,,,6391,Male,0.1639344262295082,0.9999999999999998,0.0159203980099502,0.0,No,0.2834566913382677,5656-JAMLX,0.8591549295774648,False,0.0907512845438133
6027,,,6392,Female,0.0655737704918032,0.9999999999999998,0.7114427860696517,0.4941176470588234,No,0.6885377075415083,3462-BJQQA,0.0704225352112676,True,0.7167060130537426
6028,,,6393,Male,0.4098360655737705,0.4999999999999999,0.017910447761194,0.0,No,0.6613322664532908,0442-TDYUO,0.6619718309859155,False,0.2233023191223441
6029,,,6394,Male,0.3770491803278688,0.4999999999999999,0.9024875621890548,0.2705882352941176,No,0.4014802960592118,6733-LRIZX,0.4788732394366197,True,0.7503818914039719
6030,,,6395,Male,0.0655737704918032,0.7499999999999999,0.0139303482587064,0.0,No,0.4530906181236247,9503-XJUME,0.7183098591549295,False,0.1482432995417302
6031,,,6396,Female,0.2950819672131147,0.7499999999999999,0.0661691542288557,0.1529411764705882,No,0.0,4367-NHWMM,0.0,False,0.0274267462852381
6032,,,6397,Female,0.3114754098360656,0.4999999999999999,0.745771144278607,0.2705882352941176,No,0.2424484896979395,3779-OSWCF,0.9859154929577464,True,0.5858214136925428
6033,,,6398,Female,0.737704918032787,0.7499999999999999,0.6621890547263681,0.2470588235294117,No,0.0694138827765552,6736-DHUQI,0.9295774647887324,False,0.4674350784613248
6034,,,6399,Male,0.4262295081967213,0.7499999999999999,0.1203980099502488,0.2235294117647058,No,0.0,1360-RCYRT,0.3098591549295775,False,0.0652687126787946
6035,,,6400,Male,0.1967213114754098,0.7499999999999999,0.364179104477612,0.3411764705882352,No,0.0,2724-FJDYW,0.5352112676056338,False,0.2353839744479933
6036,,,6401,Male,0.2622950819672131,0.7499999999999999,0.0124378109452736,0.0,No,0.9873974794958992,4451-RWASJ,0.1971830985915493,False,0.3326621302596861
6037,,,6402,Male,0.639344262295082,0.9999999999999998,0.0592039800995025,0.0,No,0.1474294858971794,3460-TJBWI,0.323943661971831,False,0.0737397583668934
6038,,,6403,Female,0.0163934426229507,0.9999999999999998,0.0109452736318408,0.0,No,0.0536107221444288,5917-HBSDW,0.5070422535211268,False,0.0074989584779891
6039,,,6404,Female,0.0655737704918032,0.4999999999999999,0.7547263681592039,0.4941176470588234,No,0.9795959191838368,0956-ACVZC,0.7464788732394365,True,0.8479377864185531
6040,,,6405,Female,0.0163934426229507,0.4999999999999999,0.5601990049751243,0.8588235294117647,No,0.2020404080816163,2325-NBPZG,0.028169014084507,False,0.4422996805999167
6041,,,6406,Male,0.0655737704918032,0.7499999999999999,0.3771144278606965,0.8352941176470587,No,0.5373074614922985,4482-FTFFX,0.0563380281690141,False,0.4309123732814887
6042,,,6407,Male,0.0327868852459016,0.4999999999999999,0.0208955223880597,0.0,No,0.2896579315863172,8859-DZTGQ,0.4507042253521127,False,0.0963755034023052
6043,,,6408,Female,0.5245901639344263,0.4999999999999999,0.6199004975124378,0.1411764705882352,No,0.1232246449289858,0440-MOGPM,0.5633802816901408,True,0.4566032495486738
6044,,,6409,Female,0.5409836065573771,0.7499999999999999,0.4278606965174129,0.2352941176470588,No,0.0,0020-JDNXP,0.4647887323943662,False,0.2798222469101514
6045,,,6410,Female,0.6557377049180328,0.4999999999999999,0.0218905472636816,0.0,No,0.3280656131226245,3752-CQSJI,0.1690140845070423,False,0.1104013331481738
6046,,,6411,Female,0.4426229508196721,0.9999999999999998,0.0064676616915422,0.0,No,0.6773354670934186,5025-GOOKI,0.2676056338028169,False,0.2208721010970698
6047,,,6412,Female,0.639344262295082,0.9999999999999998,0.2681592039800995,0.3294117647058823,No,0.7789557911582317,2887-JPYLU,0.5633802816901408,False,0.4387585057630885
6048,,,6413,Female,0.3770491803278688,0.9999999999999998,0.0119402985074627,0.0,No,0.9261852370474096,4770-QAZXN,0.1690140845070423,False,0.3110679072351062
6049,,,6414,Male,0.3114754098360656,0.7499999999999999,0.0716417910447761,0.0,No,0.2734546909381876,4896-CPRPF,0.4788732394366197,False,0.1261630329120955
6050,,,6415,Male,0.0983606557377049,0.7499999999999999,0.7626865671641792,0.4823529411764705,No,0.2300460092018403,9714-EDSUC,0.0422535211267606,False,0.593320372170532
6051,,,6416,Female,0.360655737704918,0.9999999999999998,0.0199004975124378,0.0,No,0.7919583916783357,7353-YOWFP,0.0845070422535211,False,0.2700319400083322
6052,,,6417,Female,0.3934426229508196,0.4999999999999999,0.917910447761194,0.2941176470588235,No,0.133626725345069,8008-ESFLK,0.732394366197183,True,0.6681710873489795
6053,,,6418,Female,0.2295081967213114,0.4999999999999999,0.0169154228855722,0.0,No,0.696139227845569,3363-EWLGO,0.0563380281690141,False,0.2346896264407721
6054,,,6419,Female,0.3934426229508196,0.4999999999999999,0.5805970149253731,0.2705882352941176,No,0.5227045409081816,1689-YQBYY,0.1549295774647887,False,0.567837800305513
6055,,,6420,Female,0.6721311475409837,0.4999999999999999,0.0134328358208956,0.0,No,0.7345469093818764,4487-ZYJZK,0.5211267605633803,False,0.2455908901541452
6056,,,6421,Female,0.737704918032787,0.9999999999999998,0.6671641791044776,0.0941176470588235,No,0.9677935587117424,2959-FENLU,0.1126760563380282,False,0.7827385085404807
6057,,,6422,Male,0.6065573770491803,0.4999999999999999,0.4736318407960198,0.0470588235294117,No,0.2864572914582917,0708-LGSMF,0.1690140845070423,False,0.411192889876406
6058,,,6423,Female,0.5409836065573771,0.9999999999999998,0.017910447761194,0.0,No,0.0288057611522304,7634-HLQJR,0.647887323943662,False,0.0037494792389945
6059,,,6424,Male,0.4918032786885246,0.7499999999999999,0.8074626865671642,0.3294117647058823,No,0.3030606121224245,0487-RPVUM,0.8450704225352113,True,0.6499097347590614
6060,,,6425,Male,0.0491803278688524,0.4999999999999999,0.0174129353233831,0.0,No,0.0826165233046609,4079-ULGFR,0.2112676056338028,False,0.0220802666296346
6061,,,6426,Female,0.0163934426229507,0.4999999999999999,0.5990049751243781,0.8117647058823528,No,0.6459291858371674,2516-XSJKX,0.5633802816901408,True,0.623455075683933
6062,,,6427,Female,0.1967213114754098,0.7499999999999999,0.0681592039800995,0.0,No,0.6129225845169034,0057-QBUQH,0.5915492957746479,False,0.2415636717122622
6063,,,6428,Female,0.1311475409836065,0.9999999999999998,0.3656716417910448,0.6823529411764705,No,0.7515503100620124,6599-SFQVE,0.0704225352112676,False,0.4972920427718372
6064,,,6429,Female,0.6065573770491803,0.4999999999999999,0.5258706467661691,0.0823529411764705,No,0.8467693538707741,8331-ZXFOE,0.8028169014084507,False,0.6421330370781836
6065,,,6430,Male,0.7049180327868853,0.4999999999999999,0.4308457711442786,0.0941176470588235,No,0.92998599719944,4003-FUSHP,0.2535211267605634,True,0.60470767948896
6066,,,6431,Male,0.5737704918032787,0.9999999999999998,0.2751243781094527,0.0705882352941176,No,0.2590518103620724,0356-ERHVT,0.1408450704225352,False,0.2631578947368421
6067,,,6432,Female,0.2950819672131147,0.4999999999999999,0.2194029850746268,0.2235294117647058,No,0.0,7325-ENZFI,0.5352112676056338,False,0.1343563393973058
6068,,,6433,Female,0.5573770491803279,0.9999999999999998,0.3109452736318407,0.2235294117647058,No,0.3268653730746149,3920-HIHMQ,0.352112676056338,False,0.3116928204416054
6069,,,6434,Female,0.3114754098360656,0.4999999999999999,0.0094527363184079,0.0,No,0.7727545509101821,0613-WUXUM,0.9718309859154928,False,0.2560755450631857
6070,,,6435,Male,0.0983606557377049,0.7499999999999999,0.0671641791044776,0.0,No,0.5179035807161433,4458-KVRBJ,0.8169014084507041,False,0.2078877933620331
6071,,,6436,Male,0.4590163934426229,0.7499999999999999,0.1696517412935323,0.1647058823529411,No,0.0,1397-XKKWR,0.0845070422535211,False,0.0996389390362449
6072,,,6437,Male,0.7213114754098361,0.7499999999999999,0.582089552238806,0.2235294117647058,No,0.3188637727545509,8097-OMULG,0.8169014084507041,True,0.4981252603805027
6073,,,6438,Male,0.1311475409836065,0.7499999999999999,0.6243781094527363,0.4823529411764705,No,0.6593318663732747,6013-BHCAW,0.8450704225352113,True,0.6458130815164561
6074,,,6439,Male,0.0491803278688524,0.4999999999999999,0.8686567164179104,0.6941176470588235,No,0.166633326665333,0401-WDBXM,1.0,True,0.6452576031106791
6075,,,6440,Female,0.1311475409836065,0.9999999999999998,0.0054726368159204,0.0,No,0.3348669733946789,3387-PLKUI,0.1690140845070423,False,0.1013053742535758
6076,,,6441,Female,0.5081967213114754,0.7499999999999999,0.0661691542288557,0.0,No,0.3846769353870774,6096-EGVTU,0.8873239436619718,False,0.1609498680738786
6077,,,6442,Female,0.5737704918032787,0.4999999999999999,0.464179104477612,0.0588235294117646,No,0.7491498299659933,5081-NWSUP,0.1267605633802817,False,0.5651992778780726
6078,,,6443,Female,0.5901639344262295,0.4999999999999999,0.4288557213930348,0.2235294117647058,No,0.3850770154030806,2580-ATZSQ,0.9014084507042252,False,0.4141785863074573
6079,,,6444,Female,0.0327868852459016,0.4999999999999999,0.9522388059701492,0.6,No,0.8537707541508301,8085-MSNLK,0.8591549295774648,True,0.9420913761977504
6080,,,6445,Female,0.0163934426229507,0.4999999999999999,0.7154228855721394,0.6235294117647058,No,0.9493898779755952,9691-HKOVS,0.7605633802816901,True,0.8100263852242746
6081,,,6446,Female,0.1639344262295082,0.4999999999999999,0.3567164179104478,0.6941176470588235,No,0.2424484896979395,9881-VCZEP,0.3380281690140845,False,0.3143313428690459
6082,,,6447,Male,0.5901639344262295,0.4999999999999999,0.3139303482587064,0.1529411764705882,No,0.7643528705741148,8757-TFHHJ,0.0,False,0.4656297736425496
6083,,,6448,Male,0.5081967213114754,0.9999999999999998,0.763681592039801,0.0705882352941176,No,0.1198239647929586,5119-KEPFY,0.4929577464788732,True,0.5557561449798639
6084,,,6449,Male,0.2950819672131147,0.7499999999999999,0.5139303482587065,0.0470588235294117,No,0.0938187637527506,0916-KNFAJ,0.8450704225352113,False,0.372448271073462
6085,,,6450,Male,0.2131147540983606,0.7499999999999999,0.2159203980099503,0.6823529411764705,No,0.0,8319-QBEHW,0.352112676056338,False,0.1319261213720317
6086,,,6451,Male,0.5245901639344263,0.7499999999999999,0.8457711442786069,0.3411764705882352,No,0.4372874574914983,9625-QNLUX,0.943661971830986,True,0.723232884321622
6087,,,6452,Female,0.3278688524590163,0.7499999999999999,0.7562189054726368,0.1999999999999999,No,0.2204440888177635,4024-CSNBY,1.0,False,0.5854742396889322
6088,,,6453,Female,0.6557377049180328,0.7499999999999999,0.2865671641791044,0.0705882352941176,No,0.0,7110-BDTWG,0.9859154929577464,False,0.1812248298847382
6089,,,6454,Male,0.6065573770491803,0.4999999999999999,0.0228855721393035,0.0,No,0.2598519703940788,7493-GVFIO,0.7887323943661971,False,0.0874184141091515
6090,,,6455,Male,0.0163934426229507,0.4999999999999999,0.0139303482587064,0.0,No,0.3656731346269254,0690-SRQID,0.0422535211267606,False,0.117900291626163
6091,,,6456,Male,0.0491803278688524,0.4999999999999999,0.6243781094527363,0.6941176470588235,No,0.0546109221844369,9114-DPSIA,1.0,False,0.4359116789334815
6092,,,6457,Male,0.3770491803278688,0.7499999999999999,0.5736318407960199,0.2705882352941176,No,0.631126225245049,4700-UBQMV,0.2816901408450704,True,0.6006110262463548
6093,,,6458,Female,0.3770491803278688,0.7499999999999999,0.0641791044776119,0.0,No,0.389877975595119,7711-GQBZC,0.9859154929577464,False,0.1613664768782113
6094,,,6459,Female,0.360655737704918,0.7499999999999999,0.664179104477612,0.0235294117647058,No,0.2370474094818964,9795-NREXC,0.8873239436619718,True,0.5270101374809054
6095,,,6460,Male,0.4754098360655738,0.9999999999999998,0.0149253731343284,0.0,No,0.4958991798359672,8573-CGOCC,0.2112676056338028,False,0.1637966949034856
6096,,,6461,Female,0.2295081967213114,0.7499999999999999,0.0562189054726368,0.0,No,0.1272254450890177,7356-AYNJP,0.0422535211267606,False,0.0646437994722955
6097,,,6462,Male,0.4098360655737705,0.7499999999999999,0.0169154228855722,0.0,No,0.5417083416683337,6286-SUUWT,0.0,False,0.181085960283294
6098,,,6463,Male,0.2131147540983606,0.4999999999999999,0.0686567164179104,0.0941176470588235,No,0.0,4819-HJPIW,0.2394366197183098,False,0.0291626163032911
6099,,,6464,Female,0.4590163934426229,0.9999999999999998,0.3572139303482587,0.0823529411764705,No,0.4260852170434087,8654-DHAOW,0.0140845070422535,False,0.3784196639355646
6100,,,6465,Female,0.0163934426229507,0.4999999999999999,0.4134328358208955,0.5647058823529412,No,0.1660332066413282,5438-QMDDL,0.2535211267605634,False,0.3273850854048049
6101,,,6466,Female,0.5081967213114754,0.7499999999999999,0.6527363184079601,0.2352941176470588,No,0.6733346669333866,9812-GHVRI,0.5492957746478873,False,0.6704624357728094
6102,,,6467,Male,0.0983606557377049,0.4999999999999999,0.5676616915422885,0.6,No,0.0652130426085216,1228-ZLNBX,0.2816901408450704,False,0.4000138869601445
6103,,,6468,Male,0.360655737704918,0.7499999999999999,0.4815920398009951,0.3176470588235294,No,0.6161232246449291,4226-KKDON,0.0985915492957746,True,0.5311762255242328
6104,,,6469,Female,0.3114754098360656,0.4999999999999999,0.907960199004975,0.2235294117647058,No,0.6447289457891578,3831-YCPUO,1.0,True,0.8386335231217886
6105,,,6470,Female,0.4918032786885246,0.7499999999999999,0.553233830845771,0.0352941176470587,No,0.4278855771154231,7445-WMRBW,0.6619718309859155,True,0.5158311345646438
6106,,,6471,Male,0.5737704918032787,0.9999999999999998,0.0104477611940299,0.0,No,0.3548709741948389,3308-DGHKL,0.9577464788732394,False,0.1117205943618941
6107,,,6472,Male,0.6721311475409837,0.4999999999999999,0.9945273631840796,0.3176470588235294,No,0.7299459891978397,9924-JPRMC,1.0,True,0.9286210248576588
6108,,,6473,Female,0.737704918032787,0.4999999999999999,0.3303482587064676,0.1411764705882352,No,0.4808961792358471,0080-EMYVY,0.1830985915492958,False,0.378697403138453
6109,,,6474,Male,0.639344262295082,0.7499999999999999,0.4099502487562189,0.0941176470588235,No,0.2176435287057412,6218-KNUBD,0.0704225352112676,True,0.3428690459658381
6110,,,6475,Female,0.4754098360655738,0.7499999999999999,0.0124378109452736,0.0,No,0.3440688137627525,7337-CINUD,0.0985915492957746,False,0.1093598111373421
6111,,,6476,Female,0.0327868852459016,0.4999999999999999,0.0129353233830845,0.0,No,0.8485697139427886,7609-NRNCA,0.2253521126760563,False,0.2848215525621441
6112,,,6477,Male,0.5081967213114754,0.4999999999999999,0.7492537313432835,0.188235294117647,No,0.0544108821764353,0623-EJQEG,0.9014084507042252,False,0.5229829190390224
6113,,,6478,Female,0.5737704918032787,0.4999999999999999,0.408457711442786,0.2823529411764705,No,0.3770754150830167,7153-CHRBV,0.7887323943661971,False,0.3971670601305375
6114,,,6479,Female,0.5737704918032787,0.7499999999999999,0.9109452736318407,0.2470588235294117,No,0.7553510702140428,6198-PNNSZ,0.7746478873239435,True,0.8791140119427858
6115,,,6480,Female,0.5081967213114754,0.7499999999999999,0.5955223880597014,0.188235294117647,No,0.0890178035607121,3317-VLGQT,0.1830985915492958,False,0.427718372448271
6116,,,6481,Male,0.4590163934426229,0.4999999999999999,0.2154228855721393,0.3058823529411764,No,0.0,4132-POCZS,0.7183098591549295,False,0.131578947368421
6117,,,6482,Female,0.6065573770491803,0.7499999999999999,0.464179104477612,0.188235294117647,No,0.5895179035807161,5614-DNZCE,0.8028169014084507,False,0.5097903069018193
6118,,,6483,Female,0.6885245901639345,0.9999999999999998,0.3497512437810945,0.1294117647058823,No,0.0,3896-RCYYE,0.9295774647887324,False,0.2253159283432856
6119,,,6484,Male,0.0491803278688524,0.4999999999999999,0.0661691542288557,0.5647058823529412,No,0.0,9638-JIQYA,0.0140845070422535,False,0.0274267462852381
6120,,,6485,Male,0.0983606557377049,0.7499999999999999,0.95273631840796,0.6941176470588235,No,0.5091018203640728,3726-TBHQT,0.9859154929577464,True,0.8228023885571449
6121,,,6486,Female,0.3770491803278688,0.4999999999999999,0.0199004975124378,0.0,No,0.5531106221244249,3190-ITQXP,0.6338028169014084,False,0.1871267879461185
6122,,,6487,Male,0.2786885245901639,0.4999999999999999,0.0194029850746269,0.0,No,0.3686737347469494,3039-MJSLN,0.028169014084507,False,0.1227607276767115
6123,,,6488,Female,0.6721311475409837,0.4999999999999999,0.0169154228855722,0.0,No,0.0538107621524305,0178-CIIKR,0.028169014084507,False,0.0117344813220386
6124,,,6489,Male,0.3442622950819672,0.9999999999999998,0.0208955223880597,0.0,No,0.5397079415883177,5774-QPLTF,0.6901408450704225,False,0.1831690043049577
